,id,full_text,word_len,favorite_count,retweet_count,date,created_at,detected_language,language_confidence
382,,thioacetone,11,7,0,2020-02-17,2020-02-17 10:23:16+00:00,en,1.0
383,,tempehroni,10,41,7,2020-02-16,2020-02-16 23:53:30+00:00,en,1.0
384,,orthobiologics,14,14,2,2020-02-16,2020-02-16 05:53:37+00:00,en,1.0
385,,nonaudacious,12,10,4,2020-02-15,2020-02-15 23:23:27+00:00,en,0.80131966
386,,buuuzz,6,25,10,2020-02-15,2020-02-15 23:23:20+00:00,en,1.0
387,,drunkwood,9,23,10,2020-02-14,2020-02-14 16:23:39+00:00,en,1.0
388,,pamoy,5,4,1,2020-02-14,2020-02-14 16:23:37+00:00,en,1.0
389,,curupay,7,3,0,2020-02-14,2020-02-14 16:23:35+00:00,en,1.0
390,,guavirá,7,6,0,2020-02-14,2020-02-14 16:23:33+00:00,en,1.0
391,,petereby,8,3,1,2020-02-14,2020-02-14 16:23:31+00:00,la,0.728232
392,,favorabilty,11,13,0,2020-02-14,2020-02-14 16:23:15+00:00,en,1.0
393,,godparental,11,18,2,2020-02-14,2020-02-14 15:53:21+00:00,en,1.0
394,,polybotrya,10,2,1,2020-02-14,2020-02-14 10:54:25+00:00,en,1.0
395,,parazonium,10,4,1,2020-02-14,2020-02-14 10:53:50+00:00,en,1.0
396,,fallende,8,8,4,2020-02-14,2020-02-14 10:53:25+00:00,deno,0.5390625
397,,dagginess,9,25,7,2020-02-14,2020-02-14 05:53:27+00:00,en,0.6828036
398,,sportsmance,11,21,4,2020-02-14,2020-02-14 04:23:32+00:00,en,0.6271883
399,,steelscape,10,21,6,2020-02-14,2020-02-14 00:23:19+00:00,en,1.0
400,,haenyeos,8,10,2,2020-02-13,2020-02-13 22:53:20+00:00,en,1.0
401,,supernaturalistically,21,262,50,2020-02-13,2020-02-13 20:23:26+00:00,en,0.9326565
402,,unsendupable,12,28,4,2020-02-13,2020-02-13 19:53:21+00:00,en,0.8947363
403,,outthrusting,12,33,5,2020-02-13,2020-02-13 18:53:23+00:00,en,0.96504116
404,,compoundingly,13,11,5,2020-02-13,2020-02-13 18:53:21+00:00,en,1.0
405,,hyperlocally,12,22,4,2020-02-13,2020-02-13 17:53:22+00:00,en,1.0
406,,cassiosome,10,5,2,2020-02-13,2020-02-13 16:53:22+00:00,pt,0.4429752
407,,cassiosomes,11,5,0,2020-02-13,2020-02-13 16:53:19+00:00,en,1.0
408,,xamachana,9,9,2,2020-02-13,2020-02-13 16:53:17+00:00,so,0.30115885
409,,kominka,7,10,4,2020-02-13,2020-02-13 11:24:01+00:00,pl,1.0
410,,glamouring,10,27,5,2020-02-13,2020-02-13 02:53:27+00:00,en,1.0
411,,acreensis,9,6,0,2020-02-12,2020-02-12 22:23:27+00:00,es,1.0
412,,viroscience,11,14,3,2020-02-12,2020-02-12 21:53:27+00:00,en,0.48622316
413,,damnnnnnn,9,1300,308,2020-02-12,2020-02-12 20:53:36+00:00,en,1.0
414,,ptitim,6,11,1,2020-02-12,2020-02-12 14:24:52+00:00,en,1.0
415,,meramiyeh,9,6,2,2020-02-12,2020-02-12 14:24:48+00:00,hi,0.8807701
416,,akoub,5,5,1,2020-02-12,2020-02-12 14:23:51+00:00,ht,1.0
417,,qursa,5,1,0,2020-02-12,2020-02-12 14:23:48+00:00,ku,1.0
418,,fattit,6,3,0,2020-02-12,2020-02-12 14:23:45+00:00,en,1.0
419,,noncis,6,34,5,2020-02-12,2020-02-12 10:24:10+00:00,en,1.0
420,,degrootorum,11,27,2,2020-02-11,2020-02-11 19:53:18+00:00,nl,0.803948
421,,dognoscenti,11,106,26,2020-02-11,2020-02-11 18:23:32+00:00,it,0.8147853
422,,theriogenologist,16,8,1,2020-02-11,2020-02-11 18:23:30+00:00,en,0.8790936
423,,sathuen,7,3,0,2020-02-11,2020-02-11 18:23:22+00:00,en,1.0
424,,boleadores,10,8,1,2020-02-11,2020-02-11 17:53:23+00:00,en,1.0
425,,porelessness,12,25,3,2020-02-11,2020-02-11 14:23:36+00:00,en,1.0
426,,bedcentered,11,39,4,2020-02-11,2020-02-11 10:55:10+00:00,en,0.64551246
427,,intransmutably,14,16,3,2020-02-11,2020-02-11 10:54:49+00:00,en,0.43011197
428,,autojudges,10,7,1,2020-02-11,2020-02-11 10:54:41+00:00,et,1.0
429,,angelfair,9,7,0,2020-02-11,2020-02-11 10:54:38+00:00,ms,0.9848595
430,,noncommunicators,16,17,3,2020-02-11,2020-02-11 10:54:33+00:00,en,1.0
431,,détournes,9,4,0,2020-02-11,2020-02-11 10:53:32+00:00,fr,0.7982615
432,,megabillionaires,16,103,32,2020-02-11,2020-02-11 10:53:16+00:00,de,0.24808258
433,,tomboyed,8,27,7,2020-02-11,2020-02-11 10:23:56+00:00,id,0.14364521
434,,nilagang,8,6,0,2020-02-10,2020-02-10 13:53:18+00:00,tl,1.0
435,,cybersection,12,16,3,2020-02-09,2020-02-09 22:23:31+00:00,en,1.0
436,,trigueña,8,16,1,2020-02-09,2020-02-09 10:53:32+00:00,es,1.0
437,,kolodka,7,6,0,2020-02-09,2020-02-09 10:23:22+00:00,ru,1.0
438,,rubanina,8,2,0,2020-02-09,2020-02-09 10:23:20+00:00,sw,1.0
439,,strogat,7,3,0,2020-02-09,2020-02-09 10:23:18+00:00,en,1.0
440,,telepsychology,14,35,11,2020-02-09,2020-02-09 05:23:40+00:00,en,1.0
441,,nonsilhouetted,14,23,1,2020-02-08,2020-02-08 23:23:24+00:00,en,1.0
442,,blackfamous,11,33,2,2020-02-08,2020-02-08 10:23:35+00:00,en,1.0
443,,fouroccupant,12,10,0,2020-02-07,2020-02-07 22:53:42+00:00,en,1.0
444,,paintmaking,11,15,0,2020-02-07,2020-02-07 16:23:21+00:00,en,1.0
445,,postprotest,11,20,4,2020-02-07,2020-02-07 14:53:24+00:00,en,1.0
446,,doppelspitze,12,63,15,2020-02-07,2020-02-07 11:53:05+00:00,de,1.0
447,,deficitpalooza,14,175,42,2020-02-07,2020-02-07 00:23:18+00:00,ro,0.5229341
448,,guingette,9,7,0,2020-02-06,2020-02-06 23:23:25+00:00,en,1.0
449,,treibball,9,8,0,2020-02-06,2020-02-06 22:23:30+00:00,en,1.0
450,,womanmaking,11,49,13,2020-02-06,2020-02-06 12:23:37+00:00,en,0.58689
451,,topologías,10,14,1,2020-02-06,2020-02-06 12:23:32+00:00,es,1.0
452,,laraha,6,4,1,2020-02-06,2020-02-06 10:53:35+00:00,jw,1.0
453,,kabritu,7,6,5,2020-02-06,2020-02-06 10:53:32+00:00,ht,0.80172724
454,,hevruta,7,9,6,2020-02-06,2020-02-06 10:24:12+00:00,bg,0.17177892
455,,postpolarization,16,20,5,2020-02-06,2020-02-06 10:24:02+00:00,en,1.0
456,,infrathin,9,13,1,2020-02-05,2020-02-05 22:53:55+00:00,en,1.0
457,,inframince,10,9,1,2020-02-05,2020-02-05 22:53:53+00:00,id,0.49852455
458,,meiti,5,4,1,2020-02-05,2020-02-05 10:53:35+00:00,zh-CN,1.0
459,,chulpi,6,9,0,2020-02-05,2020-02-05 10:23:48+00:00,hi,0.39348534
460,,enragerment,11,44,9,2020-02-04,2020-02-04 20:53:26+00:00,en,1.0
461,,gonjeshki,9,8,2,2020-02-04,2020-02-04 20:23:26+00:00,sq,0.84636176
462,,retesh,6,9,0,2020-02-04,2020-02-04 20:23:21+00:00,hi,0.893096
463,,transmasculinity,16,218,44,2020-02-04,2020-02-04 19:23:22+00:00,es,0.2817669
464,,myricetin,9,2,0,2020-02-04,2020-02-04 10:53:44+00:00,en,1.0
465,,isorhamnetin,12,7,2,2020-02-04,2020-02-04 10:53:42+00:00,fi,0.7289859
466,,ahupua’a,8,13,0,2020-02-04,2020-02-04 10:53:34+00:00,haw,0.9863925
467,,legitimises,11,22,2,2020-02-04,2020-02-04 06:53:39+00:00,en,0.8271806
468,,satoyama,8,12,1,2020-02-03,2020-02-03 20:53:21+00:00,ja,1.0
469,,nishaani,8,12,2,2020-02-02,2020-02-02 20:23:51+00:00,gu,1.0
470,,shehnshah,9,16,3,2020-02-02,2020-02-02 20:23:49+00:00,en,1.0
471,,sufaidas,8,9,0,2020-02-02,2020-02-02 20:23:40+00:00,lt,0.5000421
472,,snarfy,6,80,17,2020-02-02,2020-02-02 18:53:34+00:00,en,0.4890657
473,,unsplattery,11,52,12,2020-02-02,2020-02-02 16:23:29+00:00,en,1.0
474,,birbs,5,1791,427,2020-02-01,2020-02-01 23:23:20+00:00,en,0.3681676
475,,bristler,8,14,3,2020-02-01,2020-02-01 17:53:25+00:00,en,1.0
476,,chaiwalah,9,40,1,2020-02-01,2020-02-01 10:23:39+00:00,zh-CN,0.96721685
477,,chompery,8,55,14,2020-02-01,2020-02-01 07:23:24+00:00,en,1.0
478,,wellnes,7,28,3,2020-01-31,2020-01-31 17:23:29+00:00,en,1.0
479,,paojiao,7,13,1,2020-01-31,2020-01-31 15:53:24+00:00,zh-CN,1.0
480,,halfy,5,10,2,2020-01-31,2020-01-31 10:23:23+00:00,en,1.0
481,,overassuming,12,20,5,2020-01-31,2020-01-31 10:23:20+00:00,en,1.0
482,,muensteri,9,13,0,2020-01-30,2020-01-30 21:53:24+00:00,en,1.0
483,,slappable,9,481,74,2020-01-30,2020-01-30 19:53:22+00:00,sv,0.8981573
484,,narcothriller,13,36,5,2020-01-30,2020-01-30 18:23:22+00:00,en,1.0
485,,polycule,8,158,41,2020-01-30,2020-01-30 10:53:43+00:00,fr,0.72390354
486,,exoplanetary,12,33,8,2020-01-30,2020-01-30 10:53:25+00:00,en,0.64006555
487,,ka’o,4,4,1,2020-01-30,2020-01-30 10:23:36+00:00,haw,0.8815681
488,,kaholo,6,1,0,2020-01-30,2020-01-30 10:23:34+00:00,haw,1.0
489,,microscoops,11,71,11,2020-01-29,2020-01-29 23:23:22+00:00,en,0.3729409
490,,ellenbergeri,12,1,0,2020-01-29,2020-01-29 19:23:39+00:00,hu,1.0
491,,ichnospecies,12,4,4,2020-01-29,2020-01-29 19:23:38+00:00,en,0.4594609
492,,vynal,5,12,1,2020-01-29,2020-01-29 17:53:40+00:00,cy,0.42302755
493,,frezzer,7,15,0,2020-01-29,2020-01-29 17:53:38+00:00,en,1.0
494,,vaccinecapable,14,11,2,2020-01-29,2020-01-29 16:23:32+00:00,en,0.41949463
495,,ethylbisiminomethylguaiacol,27,94,27,2020-01-29,2020-01-29 13:53:35+00:00,en,1.0
496,,plukenetia,10,3,0,2020-01-29,2020-01-29 13:53:30+00:00,fi,0.2807783
497,,soqmaq,6,3,0,2020-01-29,2020-01-29 11:53:39+00:00,az,0.9015007
498,,discontiguous,13,33,5,2020-01-29,2020-01-29 11:53:27+00:00,en,1.0
499,,oikophilia,10,7,1,2020-01-29,2020-01-29 10:23:46+00:00,el,0.46213302
500,,geofencers,10,6,0,2020-01-29,2020-01-29 10:23:41+00:00,en,1.0
501,,urogynocologist,15,13,1,2020-01-29,2020-01-29 07:23:34+00:00,en,1.0
502,,batborne,8,45,3,2020-01-29,2020-01-29 00:23:31+00:00,bg,0.24025677
503,,toqueprint,10,6,0,2020-01-28,2020-01-28 18:53:42+00:00,en,1.0
504,,ginjan,6,1,0,2020-01-28,2020-01-28 18:53:40+00:00,su,1.0
505,,überdemon,9,183,42,2020-01-28,2020-01-28 18:53:35+00:00,de,1.0
506,,sakasaka,8,15,3,2020-01-28,2020-01-28 18:23:39+00:00,ja,0.9894744
507,,bangkong,8,5,0,2020-01-28,2020-01-28 18:23:37+00:00,jw,0.8203125
508,,k’damm,6,49,6,2020-01-28,2020-01-28 18:23:35+00:00,sv,0.5172591
509,,chaatdish,9,11,0,2020-01-28,2020-01-28 17:23:29+00:00,uz,0.34023046
510,,supernovice,11,33,5,2020-01-28,2020-01-28 13:23:30+00:00,en,0.8160029
511,,momcation,9,46,5,2020-01-28,2020-01-28 10:53:52+00:00,en,1.0
512,,momcations,10,27,2,2020-01-28,2020-01-28 10:53:50+00:00,en,1.0
513,,mmhmms,6,73,16,2020-01-28,2020-01-28 10:53:31+00:00,en,1.0
514,,controuled,10,6,0,2020-01-28,2020-01-28 10:23:52+00:00,en,0.61369205
515,,telephile,9,17,2,2020-01-28,2020-01-28 04:23:48+00:00,en,1.0
516,,exasperators,12,32,7,2020-01-28,2020-01-28 00:23:36+00:00,en,1.0
517,,claimees,8,8,0,2020-01-28,2020-01-28 00:23:31+00:00,en,1.0
518,,grandmillennial,15,316,51,2020-01-27,2020-01-27 22:23:30+00:00,en,1.0
519,,muxi,4,8,3,2020-01-27,2020-01-27 18:53:28+00:00,zh-CN,1.0
520,,refoundings,11,1,1,2020-01-27,2020-01-27 17:23:31+00:00,en,1.0
521,,flaxenfair,10,6,1,2020-01-27,2020-01-27 11:23:24+00:00,en,0.94876796
522,,fishpens,8,20,3,2020-01-27,2020-01-27 09:23:24+00:00,en,0.42628902
523,,microphenomenon,15,60,17,2020-01-25,2020-01-25 19:53:31+00:00,en,1.0
524,,arrancarlo,10,20,11,2020-01-25,2020-01-25 15:23:34+00:00,es,1.0
525,,bitchyyy,8,854,151,2020-01-25,2020-01-25 11:23:39+00:00,en,1.0
526,,scandalization,14,27,5,2020-01-24,2020-01-24 21:23:30+00:00,roen,0.4064097
527,,instrumentarian,15,18,1,2020-01-24,2020-01-24 20:23:34+00:00,en,0.41806194
528,,poppily,7,22,1,2020-01-24,2020-01-24 17:53:39+00:00,en,0.5638732
529,,recongeal,9,11,2,2020-01-24,2020-01-24 17:24:17+00:00,en,1.0
530,,meleed,6,13,0,2020-01-24,2020-01-24 17:24:14+00:00,en,0.75477016
531,,clubsterben,11,464,99,2020-01-24,2020-01-24 16:52:33+00:00,en,1.0
532,,fontastic,9,53,12,2020-01-24,2020-01-24 16:52:25+00:00,it,0.5466617
533,,mandelic,8,13,0,2020-01-24,2020-01-24 15:22:33+00:00,en,0.26753303
534,,occlusives,10,8,2,2020-01-24,2020-01-24 15:22:31+00:00,en,0.92354167
535,,bajillionaire,13,496,71,2020-01-24,2020-01-24 15:22:28+00:00,en,1.0
536,,choralist,9,11,0,2020-01-24,2020-01-24 11:22:45+00:00,gl,0.51926005
537,,nonsturdy,9,9,0,2020-01-24,2020-01-24 11:22:34+00:00,en,1.0
538,,smierze,7,3,0,2020-01-24,2020-01-24 10:52:36+00:00,en,1.0
539,,indigowoad,10,14,0,2020-01-24,2020-01-24 09:52:27+00:00,en,0.6699216
540,,bioanthropological,18,20,3,2020-01-23,2020-01-23 22:52:29+00:00,en,0.64832085
541,,taphonomic,10,8,3,2020-01-23,2020-01-23 22:52:27+00:00,it,0.9547734
542,,fornici,7,10,2,2020-01-23,2020-01-23 22:52:25+00:00,en,1.0
543,,talentism,9,13,3,2020-01-23,2020-01-23 21:22:22+00:00,el,0.32935515
544,,oenocentric,11,12,0,2020-01-23,2020-01-23 20:55:24+00:00,fr,0.69540244
545,,skateways,9,16,2,2020-01-23,2020-01-23 20:55:15+00:00,ro,1.0
546,,seafacing,9,8,2,2020-01-23,2020-01-23 20:55:03+00:00,pt,0.5992218
547,,mchicha,7,2,0,2020-01-23,2020-01-23 20:55:01+00:00,es,1.0
548,,chaza,5,3,0,2020-01-23,2020-01-23 20:54:59+00:00,en,1.0
549,,ufuta,5,5,0,2020-01-23,2020-01-23 20:54:54+00:00,haw,1.0
550,,mkate,5,2,0,2020-01-23,2020-01-23 20:54:52+00:00,hi,0.41301638
551,,mishkaki,8,3,0,2020-01-23,2020-01-23 20:54:51+00:00,mt,1.0
552,,hitokuchigashi,14,16,4,2020-01-23,2020-01-23 20:23:27+00:00,en,0.891235
553,,chamoe,6,1,0,2020-01-23,2020-01-23 20:22:59+00:00,en,1.0
554,,vchill,6,105,20,2020-01-23,2020-01-23 20:22:37+00:00,en,1.0
555,,kvavili,7,4,0,2020-01-23,2020-01-23 19:52:53+00:00,en,0.6260581
556,,kviteli,7,3,0,2020-01-23,2020-01-23 19:52:51+00:00,en,0.33467394
557,,ojaxuri,7,4,3,2020-01-23,2020-01-23 19:52:48+00:00,en,1.0
558,,gandzili,8,3,1,2020-01-23,2020-01-23 19:52:44+00:00,en,0.9529789
559,,ekala,5,3,1,2020-01-23,2020-01-23 19:52:43+00:00,en,1.0
560,,bewk,4,24,6,2020-01-23,2020-01-23 19:52:34+00:00,en,1.0
561,,semispheres,11,7,1,2020-01-23,2020-01-23 19:42:08+00:00,en,0.98242426
562,,salmiana,8,2,0,2020-01-23,2020-01-23 19:41:47+00:00,ru,0.30653673
563,,sgàilean,8,4,0,2020-01-23,2020-01-23 19:40:40+00:00,jwhi,0.47930244
564,,retarch,7,6,0,2020-01-23,2020-01-23 19:40:36+00:00,cebsu,0.4589605
565,,beefcheeks,10,234,59,2020-01-23,2020-01-23 19:40:24+00:00,en,1.0
566,,hellasmacked,12,343,82,2020-01-23,2020-01-23 19:39:28+00:00,en,1.0
567,,acousticophobic,15,19,5,2020-01-23,2020-01-23 19:39:23+00:00,en,1.0
568,,epigrammed,10,2,0,2020-01-23,2020-01-23 19:39:19+00:00,en,1.0
569,,demantoids,10,4,0,2020-01-23,2020-01-23 19:37:45+00:00,en,1.0
570,,astrocartographer,17,45,8,2020-01-23,2020-01-23 19:35:06+00:00,xh,1.0
571,,goosings,8,10,3,2020-01-23,2020-01-23 19:34:46+00:00,enda,0.4557056
572,,hamaka,6,4,1,2020-01-23,2020-01-23 19:33:38+00:00,bg,0.46640128
573,,nonejected,10,10,1,2020-01-23,2020-01-23 19:29:33+00:00,es,0.6615943
574,,gumtrees,8,13,1,2020-01-23,2020-01-23 19:25:19+00:00,en,0.9895866
575,,reganmian,9,2,0,2020-01-23,2020-01-23 19:23:14+00:00,en,1.0
576,,overincarcerates,16,9,4,2020-01-23,2020-01-23 19:22:42+00:00,en,0.28596634
577,,vibratode,9,22,5,2020-01-23,2020-01-23 19:22:21+00:00,en,0.7175502
578,,subfile,7,2,1,2020-01-23,2020-01-23 19:21:48+00:00,en,1.0
579,,tansplaining,12,872,169,2020-01-10,2020-01-10 19:36:00+00:00,it,0.3031884
580,,designpreneurs,14,172,30,2019-12-31,2019-12-31 19:23:17+00:00,nl,0.98046875
581,,specieswide,11,21,5,2019-12-31,2019-12-31 10:59:26+00:00,ja,0.9850202
582,,apophyllite,11,6,0,2019-12-30,2019-12-30 10:55:00+00:00,ru,0.65956604
583,,nanbanzuke,10,25,9,2019-12-24,2019-12-24 16:27:22+00:00,tr,0.3284258
584,,neoartesania,12,22,6,2019-12-22,2019-12-22 23:29:21+00:00,en,1.0
585,,phasemagorical,14,22,4,2019-12-20,2019-12-20 19:53:34+00:00,en,1.0
586,,"If you enjoy @NYT_first_said, please consider contributing a few dollars towards my NYT subscription, so I can play the Spelling Bee game &lt;3 🐝

https://t.co/r7y2JAyRCr",170,6,1,2019-12-20,2019-12-20 03:34:05+00:00,et,1.0
587,,protomolecule,13,82,14,2019-12-18,2019-12-18 16:53:35+00:00,en,1.0
588,,tagskryt,8,17,3,2019-12-18,2019-12-18 10:26:15+00:00,en,1.0
589,,symphonyheard,13,15,3,2019-12-16,2019-12-16 22:53:28+00:00,tr,1.0
590,,ardhahalchi,11,12,3,2019-12-16,2019-12-16 13:24:11+00:00,lv,0.20693815
591,,superpollutants,15,59,10,2019-12-14,2019-12-14 20:53:48+00:00,it,0.5008314
592,,friggatriskies,14,53,3,2019-12-12,2019-12-12 22:23:45+00:00,pt,1.0
593,,autostereograms,15,7,3,2019-12-11,2019-12-11 12:24:38+00:00,da,0.51488256
594,,smarginatura,12,8,1,2019-12-09,2019-12-09 11:26:06+00:00,en,1.0
595,,lizardhead,10,106,15,2019-12-09,2019-12-09 10:54:06+00:00,en,0.34153974
596,,báhádzidii,10,10,0,2019-12-06,2019-12-06 13:55:05+00:00,la,0.7601647
597,,dvadtsat,8,22,2,2019-12-05,2019-12-05 07:25:53+00:00,es,0.45668122
598,,kallikreins,11,7,0,2019-12-01,2019-12-01 11:54:20+00:00,en,1.0
599,,tepejilote,10,7,5,2019-11-30,2019-11-30 20:54:42+00:00,en,1.0
600,,ergastulum,10,8,0,2019-11-30,2019-11-30 19:26:06+00:00,afnl,0.45724827
601,,ichthyosporean,14,8,2,2019-11-27,2019-11-27 17:27:05+00:00,hi,0.98045313
602,,ichthyosporeans,15,13,3,2019-11-27,2019-11-27 17:27:03+00:00,enes,0.5649953
603,,semiassimilated,15,25,2,2019-11-27,2019-11-27 11:25:40+00:00,en,0.7063379
604,,aristocratswere,15,15,2,2019-11-26,2019-11-26 10:53:43+00:00,en,0.6379374
605,,themillennialsahm,17,15,2,2019-11-26,2019-11-26 10:53:32+00:00,en,1.0
606,,difficultybegins,16,84,19,2019-11-25,2019-11-25 06:23:25+00:00,en,1.0
607,,proditomania,12,4,0,2019-11-23,2019-11-23 20:23:32+00:00,en,1.0
608,,pennysparrow,12,8,2,2019-11-23,2019-11-23 10:23:40+00:00,en,1.0
609,,doofuswear,10,147,30,2019-11-23,2019-11-23 10:23:37+00:00,en,0.89305
610,,extrachromosomal,16,38,8,2019-11-20,2019-11-20 18:23:36+00:00,en,0.659656
611,,portokalopita,13,29,1,2019-11-19,2019-11-19 17:23:56+00:00,es,1.0
612,,nonhuckstery,12,24,4,2019-11-19,2019-11-19 10:54:20+00:00,es,1.0
613,,nonmarginalized,15,15,6,2019-11-19,2019-11-19 10:54:04+00:00,svda,0.4345168
614,,designtrepreneur,16,108,18,2019-11-18,2019-11-18 08:53:33+00:00,ja,1.0
615,,technochauvinism,16,239,47,2019-11-15,2019-11-15 18:53:46+00:00,en,0.89775425
616,,karpouzopita,12,15,4,2019-11-14,2019-11-14 18:54:09+00:00,en,1.0
617,,sxizakia,8,11,1,2019-11-14,2019-11-14 18:54:05+00:00,en,1.0
618,,offerinideas,12,6,1,2019-11-14,2019-11-14 14:23:54+00:00,en,1.0
619,,radioflash,10,7,1,2019-11-14,2019-11-14 12:24:02+00:00,en,1.0
620,,antithesister,13,31,9,2019-11-14,2019-11-14 10:54:05+00:00,en,0.8540091
621,,sksksksk,8,1498,328,2019-11-12,2019-11-12 11:24:04+00:00,pt,1.0
622,,cyrtosperma,11,15,1,2019-11-11,2019-11-11 15:54:19+00:00,zu,0.47993836
623,,tetraspermas,12,17,1,2019-11-11,2019-11-11 15:54:13+00:00,hi,0.6492651
624,,ἀρχεῖον,7,43,10,2019-11-05,2019-11-05 10:54:14+00:00,en,0.98223627
625,,antiacademia,12,72,19,2019-11-05,2019-11-05 10:54:11+00:00,en,0.6901482
626,,booooooooo,10,426,102,2019-11-05,2019-11-05 10:54:05+00:00,en,0.8687997
627,,dipshits,8,6352,983,2019-11-05,2019-11-05 10:53:56+00:00,en,0.81106853
628,,horsewarming,12,479,84,2019-11-05,2019-11-05 10:24:05+00:00,haw,0.8100867
629,,wojape,6,13,1,2019-11-04,2019-11-04 18:54:18+00:00,ja,0.9625364
630,,taniga,6,5,0,2019-11-04,2019-11-04 18:54:17+00:00,pt,0.50249684
631,,timpsula,8,10,1,2019-11-04,2019-11-04 18:54:15+00:00,su,0.988031
632,,pseudobiology,13,58,6,2019-11-04,2019-11-04 16:54:22+00:00,nl,0.9345781
633,,heparan,7,5,0,2019-11-04,2019-11-04 16:24:15+00:00,id,0.9657144
634,,femquake,8,133,23,2019-11-04,2019-11-04 10:24:20+00:00,en,1.0
635,,smallsword,10,35,4,2019-11-03,2019-11-03 14:54:26+00:00,en,0.6694282
636,,bellyrubs,9,683,114,2019-11-03,2019-11-03 06:24:10+00:00,en,0.6639989
637,,hermitry,8,37,7,2019-11-02,2019-11-02 18:54:19+00:00,sn,0.97371054
638,,manpocalypse,12,181,59,2019-11-02,2019-11-02 10:54:17+00:00,de,1.0
639,,nordilap,8,5,2,2019-11-02,2019-11-02 02:24:19+00:00,sv,1.0
640,,secretus,8,11,0,2019-11-01,2019-11-01 21:54:29+00:00,en,1.0
641,,recommendedvisiting,19,27,5,2019-11-01,2019-11-01 21:54:20+00:00,de,0.9602333
642,,fungaled,8,8,1,2019-11-01,2019-11-01 09:25:20+00:00,en,1.0
643,,hinkier,7,25,2,2019-10-31,2019-10-31 20:54:24+00:00,en,1.0
644,,chaktavry,9,14,2,2019-10-31,2019-10-31 19:24:36+00:00,en,0.5839878
645,,mrudangam,9,9,0,2019-10-31,2019-10-31 19:24:34+00:00,en,1.0
646,,gamakams,8,9,0,2019-10-31,2019-10-31 19:24:33+00:00,es,0.40383044
647,,nadhaswaram,11,8,1,2019-10-31,2019-10-31 19:24:31+00:00,ro,0.95723706
648,,dwarfingly,10,21,4,2019-10-31,2019-10-31 18:24:19+00:00,es,0.73387897
649,,superintelligentsia,19,89,25,2019-10-31,2019-10-31 16:24:39+00:00,en,0.69280964
650,,tweetkind,9,98,21,2019-10-31,2019-10-31 00:54:07+00:00,en,0.5046531
651,,twistronics,11,12,2,2019-10-30,2019-10-30 21:24:04+00:00,en,1.0
652,,buuut,5,172,36,2019-10-30,2019-10-30 21:24:00+00:00,fr,0.3950258
653,,elemenopee,10,557,76,2019-10-30,2019-10-30 18:23:59+00:00,en,1.0
654,,catpeople,9,344,92,2019-10-30,2019-10-30 16:53:57+00:00,es,0.671875
655,,disappearingly,14,24,4,2019-10-30,2019-10-30 09:54:25+00:00,la,1.0
656,,metadocumentary,15,29,1,2019-10-30,2019-10-30 09:54:22+00:00,en,0.4125286
657,,thaaaaank,9,77,17,2019-10-30,2019-10-30 09:24:13+00:00,en,0.6162091
658,,pleasenter,10,16,2,2019-10-29,2019-10-29 20:24:04+00:00,hu,1.0
659,,additction,10,65,4,2019-10-29,2019-10-29 16:24:05+00:00,en,1.0
660,,lablabi,7,6,0,2019-10-29,2019-10-29 09:24:34+00:00,en,1.0
661,,mayo’ed,7,395,53,2019-10-28,2019-10-28 22:53:59+00:00,en,0.6295577
662,,aⁿ,2,170,38,2019-10-28,2019-10-28 20:54:01+00:00,en,0.7246847
663,,leechologists,13,30,10,2019-10-28,2019-10-28 15:54:11+00:00,es,0.8459904
664,,draugr,6,50,9,2019-10-28,2019-10-28 15:54:07+00:00,it,0.9692159
665,,utukku,6,7,2,2019-10-28,2019-10-28 15:54:05+00:00,en,1.0
666,,buransh,7,3,0,2019-10-28,2019-10-28 09:25:23+00:00,en,0.787988
667,,lungdoo,7,8,0,2019-10-28,2019-10-28 09:25:21+00:00,af,1.0
668,,mandwa,6,1,0,2019-10-28,2019-10-28 09:24:29+00:00,lb,0.19473393
669,,malteasers,10,67,8,2019-10-26,2019-10-26 22:23:56+00:00,en,1.0
670,,memeify,7,212,35,2019-10-26,2019-10-26 20:23:56+00:00,en,1.0
671,,tourdion,8,1,0,2019-10-26,2019-10-26 18:54:14+00:00,mg,0.11128735
672,,inceldom,8,335,63,2019-10-26,2019-10-26 18:54:10+00:00,en,0.5405275
673,,superwatch,10,12,2,2019-10-26,2019-10-26 09:54:03+00:00,en,1.0
674,,kuchenbaum,10,19,10,2019-10-26,2019-10-26 09:24:17+00:00,en,1.0
675,,casease,7,6,0,2019-10-26,2019-10-26 09:24:05+00:00,ja,0.6220704
676,,fromagesque,11,136,23,2019-10-26,2019-10-26 02:23:58+00:00,ja,1.0
677,,agnostopagan,12,30,7,2019-10-25,2019-10-25 16:24:28+00:00,ja,1.0
678,,coycrocks,9,5,2,2019-10-25,2019-10-25 16:24:18+00:00,en,1.0
679,,sleazofreak,11,44,7,2019-10-25,2019-10-25 09:24:44+00:00,ensl,0.4105837
680,,semicaust,9,5,0,2019-10-25,2019-10-25 09:24:33+00:00,hi,0.33335656
681,,buuuum,6,146,34,2019-10-25,2019-10-25 02:24:09+00:00,en,0.8748781
682,,vact,4,5,0,2019-10-25,2019-10-25 02:24:06+00:00,en,0.45657828
683,,schmoolbar,10,32,4,2019-10-24,2019-10-24 21:54:04+00:00,ms,0.5007118
