,id,full_text,favorite_count,retweet_count,created_at
425,1294016908606529537,ultraclimbers,58,8,2020-08-13 21:04:07
426,1293903617158766592,undertrodden,30,1,2020-08-13 13:33:56
427,1293903608438718466,congressive,23,0,2020-08-13 13:33:54
428,1293888536773615624,vulnus,16,1,2020-08-13 12:34:01
429,1293843287518990336,cavitations,15,3,2020-08-13 09:34:12
430,1293707383286517763,whorendous,1901,269,2020-08-13 00:34:10
431,1293616802199670792,taophora,8,1,2020-08-12 18:34:14
432,1293503605618737159,tolype,10,0,2020-08-12 11:04:26
433,1293488564844605440,sterilizable,24,5,2020-08-12 10:04:40
434,1293488530405183489,ghorbooni,9,2,2020-08-12 10:04:32
435,1293488522758938624,gamelas,10,0,2020-08-12 10:04:30
436,1293488503431540736,ghorboonat,9,2,2020-08-12 10:04:25
437,1293488476940374016,biothethical,18,10,2020-08-12 10:04:19
438,1293480876391780354,blackbirded,6,3,2020-08-12 09:34:07
439,1293428021366530049,steinstossen,19,5,2020-08-12 06:04:05
440,1293322385983250432,karaokegrams,53,8,2020-08-11 23:04:20
441,1293262011061743620,wankerish,290,67,2020-08-11 19:04:25
442,1293261977956028418,saxophonely,450,81,2020-08-11 19:04:17
443,1293239344577351680,guokui,14,1,2020-08-11 17:34:21
444,1293231841974136832,unforsakeable,29,7,2020-08-11 17:04:32
445,1293231833862344704,platzgeist,42,10,2020-08-11 17:04:30
446,1293231784583467008,askdfjdaskljf,4105,785,2020-08-11 17:04:19
447,1293216757281423361,tablilla,11,3,2020-08-11 16:04:36
448,1293216743096229896,diezmillo,7,1,2020-08-11 16:04:33
449,1293216735408132098,parilleros,22,4,2020-08-11 16:04:31
450,1293216727392804865,parrillero,73,25,2020-08-11 16:04:29
451,1293216713044103170,smeeze,59,7,2020-08-11 16:04:25
452,1293186458568679426,inflammasome,46,12,2020-08-11 14:04:12
453,1293118497107644416,trichaptum,4,2,2020-08-11 09:34:09
454,1292982638618255370,neurodivergence,406,94,2020-08-11 00:34:18
455,1292982614731751425,baattered,15,5,2020-08-11 00:34:12
456,1292756135154520065,megaconstellations,44,10,2020-08-10 09:34:15
457,1292756120176594944,megaconstellation,29,6,2020-08-10 09:34:11
458,1292756074139914241,unconstipate,169,29,2020-08-10 09:34:00
459,1292537218628755458,microhaulers,22,4,2020-08-09 19:04:21
460,1292144610354049026,flipdisc,16,4,2020-08-08 17:04:16
461,1292099323958824964,intrasquads,15,3,2020-08-08 14:04:19
462,1292031329354354688,basilosaurids,38,3,2020-08-08 09:34:08
463,1291752013601087488,transformationalist,26,5,2020-08-07 15:04:14
464,1291668998543880192,cosmicism,22,6,2020-08-07 09:34:21
465,1291578372062052354,dicsussing,724,89,2020-08-07 03:34:14
466,1291517940081266688,precoronavirus,1227,209,2020-08-06 23:34:06
467,1291419809373196290,caporalato,13,1,2020-08-06 17:04:10
468,1291397162132295681,brownfacing,30,1,2020-08-06 15:34:11
469,1291397141647196161,asymptomatics,93,13,2020-08-06 15:34:06
470,1291306597889773569,laboratorians,31,3,2020-08-06 09:34:18
471,1290989489905688576,hypercoagulable,30,9,2020-08-05 12:34:14
472,1290966858116603904,rematriated,30,7,2020-08-05 11:04:18
473,1290944220107354113,leapoard,70,10,2020-08-05 09:34:21
474,1290800779998171139,caniculares,8,0,2020-08-05 00:04:22
475,1290747909118533634,hypersurveilled,113,21,2020-08-04 20:34:17
476,1290649843199811584,immersivecelebration,36,5,2020-08-04 14:04:36
477,1290589598364708867,parrotings,17,2,2020-08-04 10:05:12
478,1290589493733601280,disemboweledhis,51,4,2020-08-04 10:04:47
479,1290589444182093824,rediclilius,14,2,2020-08-04 10:04:36
480,1290551625405399040,pandemicked,363,72,2020-08-04 07:34:19
481,1290317680558452736,schnitzeling,190,40,2020-08-03 16:04:42
482,1290317659909873664,amphibio,14,1,2020-08-03 16:04:37
483,1290227128093597696,noncoders,87,14,2020-08-03 10:04:53
484,1290076112320487426,overpracticing,45,7,2020-08-03 00:04:48
485,1289879789772234755,dozenfriends,49,9,2020-08-02 11:04:41
486,1289494688290963458,coronagrifting,217,49,2020-08-01 09:34:25
487,1289381544293888000,quarancrossword,164,26,2020-08-01 02:04:50
488,1289381515030339584,byportraying,21,1,2020-08-01 02:04:43
489,1289230498712100864,randonauting,49,9,2020-07-31 16:04:38
490,1289177662833872897,trickshots,52,7,2020-07-31 12:34:41
491,1289140040812113920,paleodiet,5,3,2020-07-31 10:05:11
492,1289139937967775745,outputon,9,4,2020-07-31 10:04:46
493,1289132385502732289,huasihuasicus,25,5,2020-07-31 09:34:46
494,1289132365223256064,archaeometrist,16,3,2020-07-31 09:34:41
495,1289019135867977729,spaaace,1017,199,2020-07-31 02:04:45
496,1288936006612406273,coronabeards,429,94,2020-07-30 20:34:25
497,1288905891971043336,attachers,20,3,2020-07-30 18:34:46
498,1288883197602824193,growmotion,11,4,2020-07-30 17:04:35
499,1288845495197147138,segrenomics,28,7,2020-07-30 14:34:46
500,1288830292359290881,ronded,12,1,2020-07-30 13:34:21
501,1288551029060100096,arriminati,3,2,2020-07-29 19:04:40
502,1288551021015379969,vruocculi,20,6,2020-07-29 19:04:38
503,1288415267048103936,caninervis,4,0,2020-07-29 10:05:11
504,1288415184139280384,nonstealing,30,4,2020-07-29 10:04:52
505,1288407670979006464,hitaan,4,0,2020-07-29 09:35:00
506,1288407537864314880,cyberrights,49,20,2020-07-29 09:34:29
507,1288218814799388674,randomonium,134,35,2020-07-28 21:04:34
508,1288045270505226240,peculiarization,34,11,2020-07-28 09:34:57
509,1288045250917945347,hypermagnetized,25,5,2020-07-28 09:34:53
510,1288045230327988226,wrinkledness,19,3,2020-07-28 09:34:48
511,1288045210375802882,biolocates,3,0,2020-07-28 09:34:43
512,1288045202108813312,rogarou,9,0,2020-07-28 09:34:41
513,1287867967149977600,orbitoclast,21,3,2020-07-27 21:50:25
514,1287686780901302275,bioink,92,9,2020-07-27 09:50:27
515,1287679191480250370,mooseway,45,13,2020-07-27 09:20:17
516,1287430179967639553,unversatile,35,12,2020-07-26 16:50:48
517,1287430157616197633,lynchmen,11,3,2020-07-26 16:50:43
518,1287045053823823875,saviorship,19,5,2020-07-25 15:20:27
519,1286992208315416577,nowcan,11,2,2020-07-25 11:50:28
520,1286992199599689731,sandsals,28,3,2020-07-25 11:50:26
521,1286811091306188800,batoned,93,21,2020-07-24 23:50:46
522,1286788393691680770,transdimensionally,82,21,2020-07-24 22:20:35
523,1286675191825862659,normalidad,260,78,2020-07-24 14:50:45
524,1286667640132575234,ventanal,24,4,2020-07-24 14:20:45
525,1286667631299264512,edificitos,72,19,2020-07-24 14:20:43
526,1286599764067397634,reprohibition,37,8,2020-07-24 09:51:02
527,1286373215724544003,cybervisits,49,16,2020-07-23 18:50:48
528,1286368287870377986,alvarelhão,18,4,2020-07-23 18:31:14
529,1286290069150720002,scrore,30,5,2020-07-23 13:20:25
530,1286282476961366028,unguilt,68,11,2020-07-23 12:50:15
531,1286199412038021120,disinfectable,61,9,2020-07-23 07:20:10
532,1286063614814715907,liberatchi,51,7,2020-07-22 22:20:34
533,1286063600164114435,pepsadeeny,13,1,2020-07-22 22:20:30
534,1286048484110602244,plasmablasts,40,7,2020-07-22 21:20:26
535,1286040983134666754,sideshadows,28,8,2020-07-22 20:50:38
536,1286040975517810688,reenchanted,37,5,2020-07-22 20:50:36
537,1285889905751724033,entomopathogenic,29,1,2020-07-22 10:50:18
538,1285656026323320834,blackpropriation,66,15,2020-07-21 19:20:57
539,1285603063915577344,percussicals,21,4,2020-07-21 15:50:30
540,1285512574877028352,improgressive,19,3,2020-07-21 09:50:56
541,1285512490407911424,catenaccios,26,9,2020-07-21 09:50:36
542,1285482212310355969,deurbanized,75,14,2020-07-21 07:50:17
543,1285248482299740160,pizookies,121,18,2020-07-20 16:21:31
544,1285142522319298560,planchador,28,8,2020-07-20 09:20:28
545,1285142514580828161,apeleador,11,3,2020-07-20 09:20:26
546,1285142506536132608,cortador,13,4,2020-07-20 09:20:25
547,1285142498629877760,rematador,27,7,2020-07-20 09:20:23
548,1284976456830005253,postify,36,11,2020-07-19 22:20:35
549,1284614046684188672,knoo,21,6,2020-07-18 22:20:30
550,1284614038882787333,baaaas,79,9,2020-07-18 22:20:28
551,1284221461448851456,arjamolho,17,3,2020-07-17 20:20:30
552,1284168674748792834,grinfomercial,77,16,2020-07-17 16:50:45
553,1284070453104070656,walktailed,11,2,2020-07-17 10:20:27
554,1284062980792094720,countertakes,31,7,2020-07-17 09:50:46
555,1284062933434142720,pawties,38,4,2020-07-17 09:50:34
556,1284062925817368577,posivibes,124,26,2020-07-17 09:50:32
557,1283859095875919883,supporterscontend,33,1,2020-07-16 20:20:36
558,1283768579310137344,steampunkish,156,29,2020-07-16 14:20:55
559,1283730821191475201,lifequake,93,29,2020-07-16 11:50:52
560,1283730812626665473,lifequakes,36,9,2020-07-16 11:50:50
561,1283700570172334081,deathfluencers,1075,286,2020-07-16 09:50:40
562,1283693035809837057,obschak,28,6,2020-07-16 09:20:44
563,1283525749723615233,dhulok,15,3,2020-07-15 22:16:00
564,1283525741687328768,ngabgay,25,3,2020-07-15 22:15:58
565,1283525713296011271,cringiest,378,86,2020-07-15 22:15:51
566,1283525573143388161,quoss,9,0,2020-07-15 22:15:18
567,1283525546253717504,doomscroll,798,226,2020-07-15 22:15:11
568,1283456328392945666,womanswear,38,6,2020-07-15 17:40:08
569,1283455987492544513,rifaximin,5,0,2020-07-15 17:38:47
570,1283455967351406592,aphants,11,2,2020-07-15 17:38:42
571,1283455809070956544,gynogenesis,13,1,2020-07-15 17:38:04
572,1283455801034715137,sturddlefish,19,4,2020-07-15 17:38:03
573,1283455774178541569,terribad,341,91,2020-07-15 17:37:56
574,1283455637519835137,hydroxyclq,91,19,2020-07-15 17:37:24
575,1283455629680672769,hydrocloq,30,9,2020-07-15 17:37:22
576,1283179655181279232,superkrewes,22,5,2020-07-14 23:20:44
577,1283157101322346503,spearos,12,2,2020-07-14 21:51:07
578,1283111730441334785,nonreigning,19,1,2020-07-14 18:50:50
579,1283058880767983617,antipopulism,94,17,2020-07-14 15:20:49
580,1283043730874945536,screenreaders,55,14,2020-07-14 14:20:37
581,1282975982257868802,asanoha,7,3,2020-07-14 09:51:25
582,1282975840926683138,vnoketkv,30,4,2020-07-14 09:50:51
583,1282975833032884224,eyasketv,12,1,2020-07-14 09:50:49
584,1282839980121956352,sprinkletown,277,44,2020-07-14 00:50:59
585,1282696599282388992,cyberverse,108,26,2020-07-13 15:21:15
586,1282613487148109825,livehouses,13,3,2020-07-13 09:50:59
587,1282613434601938944,minipigs,192,19,2020-07-13 09:50:47
588,1282258642927071232,thedollars,39,1,2020-07-12 10:20:58
589,1281745305134936064,suresies,153,23,2020-07-11 00:21:09
590,1281654641445318656,godmoms,53,8,2020-07-10 18:20:53
591,1281624446294515715,boschera,7,0,2020-07-10 16:20:54
592,1281586681943072777,quarenteam,306,43,2020-07-10 13:50:50
593,1281541417244987394,multibarrette,7,1,2020-07-10 10:50:58
594,1281541396512546817,pleochroic,7,0,2020-07-10 10:50:53
595,1281533946946301952,psychosedation,31,7,2020-07-10 10:21:17
596,1281533938218029056,scenius,11,2,2020-07-10 10:21:15
597,1281458348504883200,purrrrrrse,218,28,2020-07-10 05:20:53
598,1281413066413027328,resheathe,29,9,2020-07-10 02:20:57
599,1281292261913964544,mammillata,11,1,2020-07-09 18:20:55
600,1281254473868992512,gloopier,158,26,2020-07-09 15:50:45
601,1281171823707721728,vivahs,11,2,2020-07-09 10:22:20
602,1281171549324705793,facilitrees,16,2,2020-07-09 10:21:15
603,1281163888793452545,dogwhistling,97,13,2020-07-09 09:50:48
604,1280809179570147328,crookbackt,24,5,2020-07-08 10:21:19
605,1280809171668082688,brokenhanded,39,8,2020-07-08 10:21:17
606,1280809163430518784,brokenfooted,22,6,2020-07-08 10:21:15
607,1280801487002767363,freedges,13,4,2020-07-08 09:50:45
608,1280688311468728322,nonthemers,19,8,2020-07-08 02:21:02
609,1280446840836628480,co–homeroom,9,1,2020-07-07 10:21:31
610,1280446774897979393,aethestics,97,13,2020-07-07 10:21:15
611,1280446746565492736,desmadres,494,134,2020-07-07 10:21:08
612,1280446737048637442,despensas,14,2,2020-07-07 10:21:06
613,1280446706018955264,underremembered,75,17,2020-07-07 10:20:58
614,1280439177037991936,kintsukuroi,24,11,2020-07-07 09:51:03
615,1280401380222656512,decillion,18,2,2020-07-07 07:20:52
616,1280401350568837122,metaphyseal,17,1,2020-07-07 07:20:45
617,1280205059779899393,encephalomyocarditis,27,2,2020-07-06 18:20:45
618,1280205044164550657,embiggening,1167,198,2020-07-06 18:20:42
619,1280205034463137792,meltingggg,541,81,2020-07-06 18:20:39
620,1280046452530647041,difficultconversations,281,49,2020-07-06 07:50:31
621,1279661517315637248,caipiriña,292,52,2020-07-05 06:20:55
622,1279359490542927872,abayah,13,2,2020-07-04 10:20:46
623,1279170758309294081,curaderas,29,2,2020-07-03 21:50:49
624,1279095321319157761,skytyped,21,6,2020-07-03 16:51:03
625,1278959329308217347,vanlifer,23,3,2020-07-03 07:50:40
626,1278959319980138501,vanlifers,32,4,2020-07-03 07:50:38
627,1278763058308014080,duetable,27,1,2020-07-02 18:50:46
628,1278763037961400320,keleketla,19,2,2020-07-02 18:50:41
629,1278740506307170305,muchims,23,4,2020-07-02 17:21:09
630,1278740496777646090,gosoham,12,3,2020-07-02 17:21:06
631,1278740486832955394,mukeunji,11,5,2020-07-02 17:21:04
632,1278627146353840128,redeliberate,11,4,2020-07-02 09:50:42
633,1278604455815020545,megapriced,38,4,2020-07-02 08:20:32
634,1278476194921529344,tuitioning,26,4,2020-07-01 23:50:52
635,1278408303920517122,uranodionism,13,4,2020-07-01 19:21:05
636,1278408294617538563,dionings,8,1,2020-07-01 19:21:03
637,1278408285666893824,urinden,8,1,2020-07-01 19:21:01
638,1278408269153873920,homosexualität,1143,174,2020-07-01 19:20:57
639,1278363013897216001,underblur,15,5,2020-07-01 16:21:08
640,1278347884430229506,reticulospinal,11,1,2020-07-01 15:21:00
641,1278347851307851776,kurzabeit,344,66,2020-07-01 15:20:52
642,1278340352727027713,benchleyi,7,0,2020-07-01 14:51:05
643,1278340344585900034,lanternshark,47,13,2020-07-01 14:51:03
644,1278340329863774208,hosebeast,207,44,2020-07-01 14:50:59
645,1278273046042890241,underevaluated,15,3,2020-07-01 10:23:37
646,1278272786322997248,saldari,3,0,2020-07-01 10:22:36
647,1278272761668997120,incarceree,16,2,2020-07-01 10:22:30
648,1278272747743989760,angustipetala,24,4,2020-07-01 10:22:26
649,1278272421729112066,splitness,12,1,2020-07-01 10:21:09
650,1278272361897299970,snotnoses,63,11,2020-07-01 10:20:54
651,1278264763580133379,reintubate,63,22,2020-07-01 09:50:43
652,1277849521859559426,cyberfront,40,8,2020-06-30 06:20:41
653,1277713643711467527,dorsoventral,38,5,2020-06-29 21:20:46
654,1277540080878485504,picaresca,602,144,2020-06-29 09:51:05
655,1277540015531347968,vestimentum,14,1,2020-06-29 09:50:49
656,1277532455566802946,localeand,8,0,2020-06-29 09:20:47
657,1277358887285424128,loonytown,209,35,2020-06-28 21:51:05
658,1277170141223100417,billennial,141,13,2020-06-28 09:21:04
659,1276898368392962048,unfriendlier,90,13,2020-06-27 15:21:09
660,1276845429091717121,caipiriña,760,110,2020-06-27 11:50:47
661,1276671785732374529,quarancheaters,577,91,2020-06-27 00:20:47
662,1276566139452166144,saladcentric,298,29,2020-06-26 17:20:59
663,1276460463765757952,arancheezies,24,4,2020-06-26 10:21:04
664,1276460449723289600,minimoon,58,9,2020-06-26 10:21:01
665,1276460435005493249,badekin,10,2,2020-06-26 10:20:57
666,1275864038849810433,anthropotechnics,42,1,2020-06-24 18:51:05
667,1275833768687874054,boompilling,69,12,2020-06-24 16:50:48
668,1275728060030095361,paaaaaleaseee,404,68,2020-06-24 09:50:46
669,1275720687618076675,trypophobic,71,7,2020-06-24 09:21:28
670,1275720673172881409,silverskins,14,1,2020-06-24 09:21:24
671,1275720496831778817,enrosadira,23,4,2020-06-24 09:20:42
672,1275577141216841728,wokism,212,34,2020-06-23 23:51:04
673,1275554562968035334,designef,117,8,2020-06-23 22:21:21
674,1275486475891720194,gamblesphere,60,11,2020-06-23 17:50:47
675,1275403419315027968,gobshite,9489,1406,2020-06-23 12:20:45
676,1275365741714423808,aishiau,22,3,2020-06-23 09:51:02
677,1275365733246152705,kataomoi,26,11,2020-06-23 09:51:00
678,1275365639759298561,randomizations,42,7,2020-06-23 09:50:38
679,1275365630959595524,novicedom,27,4,2020-06-23 09:50:36
680,1275358268244795393,paramilitarized,39,7,2020-06-23 09:21:20
681,1275358210216599552,wrongthinkers,96,24,2020-06-23 09:21:06
682,1275335445099020288,rampgate,74,6,2020-06-23 07:50:39
683,1275229752106811392,cheongjang,13,2,2020-06-23 00:50:40
684,1275108960354414593,maaqouda,10,2,2020-06-22 16:50:41
685,1275086334999375874,pandemically,682,101,2020-06-22 15:20:46
686,1275078803270758400,ssshowbizzz,242,45,2020-06-22 14:50:51
687,1274708865939116033,concentrationary,34,6,2020-06-21 14:20:51
688,1274557858017939458,fancam,1442,280,2020-06-21 04:20:48
689,1274316255495950342,refortifies,15,2,2020-06-20 12:20:45
690,1274293603481931778,primarybut,30,4,2020-06-20 10:50:44
691,1273908665272197120,ludonarrative,504,136,2020-06-19 09:21:08
692,1273765109656104968,contagiados,70,20,2020-06-18 23:50:42
693,1273674571523162114,willtheygetawaywithit,336,55,2020-06-18 17:50:56
694,1273666998497656832,dadliness,335,48,2020-06-18 17:20:50
695,1273636767380525058,harumphers,74,9,2020-06-18 15:20:43
696,1273561244457459717,handaufzug,47,4,2020-06-18 10:20:36
697,1273516029281480710,xenopescophobia,71,12,2020-06-18 07:20:56
698,1273500891438616576,innervates,25,3,2020-06-18 06:20:47
699,1273357531516198912,superbubbles,86,11,2020-06-17 20:51:08
700,1273357517222031361,lauramidopropyl,8,0,2020-06-17 20:51:04
701,1273357476549857281,destarch,19,2,2020-06-17 20:50:54
702,1273334874208899072,glycerites,5,0,2020-06-17 19:21:06
703,1273334827459260418,crocodylomorph,73,19,2020-06-17 19:20:54
704,1272927485110505473,pcale,25,3,2020-06-16 16:22:16
705,1272927477724254208,rghit,54,7,2020-06-16 16:22:15
706,1272927470480699398,ltteer,25,3,2020-06-16 16:22:13
707,1272927226443386880,iprmoatnt,128,21,2020-06-16 16:21:15
708,1272927212250038274,tennish,44,7,2020-06-16 16:21:11
709,1272927185041571840,flarfy,120,19,2020-06-16 16:21:05
710,1272927138165985281,babtou,252,60,2020-06-16 16:20:54
711,1272881795365777411,streateries,50,3,2020-06-16 13:20:43
712,1272822151763111938,sporangial,12,3,2020-06-16 09:23:43
713,1272821876302196737,eyeswater,23,3,2020-06-16 09:22:37
714,1272821868538531840,freakshows,26,4,2020-06-16 09:22:36
715,1272821854332428289,badwomen,37,10,2020-06-16 09:22:32
716,1272821439150817280,transmisogyny,521,81,2020-06-16 09:20:53
717,1272617601252954113,prosetin,13,0,2020-06-15 19:50:54
718,1272466629058854913,flashbomb,25,5,2020-06-15 09:51:00
719,1272466619617460224,nonquarantine,66,16,2020-06-15 09:50:58
720,1272466579867959298,prebirths,13,2,2020-06-15 09:50:48
721,1272466565439635457,prestellar,16,5,2020-06-15 09:50:45
722,1272353367629668355,multiquarter,14,1,2020-06-15 02:20:56
723,1272330700398755840,slackmoji,238,20,2020-06-15 00:50:52
724,1272247732623867905,confederatized,43,10,2020-06-14 19:21:11
725,1271930599188594702,riddly,29,4,2020-06-13 22:21:00
726,1271688932456087553,geisterspiel,434,78,2020-06-13 06:20:42
727,1271628586013937667,honeyworts,25,5,2020-06-13 02:20:55
728,1271500189182951424,lacrimating,32,4,2020-06-12 17:50:43
729,1271266212652204032,groupchat,453,36,2020-06-12 02:20:58
730,1271032140050948102,phoneticizing,30,8,2020-06-11 10:50:51
731,1271017124186796032,playtesting,43,10,2020-06-11 09:51:11
732,1270896307608211458,gatcha,71,22,2020-06-11 01:51:06
733,1270888774227157001,teargaslight,1113,222,2020-06-11 01:21:10
734,1270790563160350720,raisonnés,17,1,2020-06-10 18:50:55
735,1270775506527571971,copaganda,2972,546,2020-06-10 17:51:05
736,1270730172627550210,tsimentokonia,22,6,2020-06-10 14:50:56
737,1270654724166074371,lipidomics,11,0,2020-06-10 09:51:08
738,1270435762178310145,lincreasingly,32,3,2020-06-09 19:21:03
739,1270413082049884161,fantasmatic,29,9,2020-06-09 17:50:56
740,1270413072700710913,tearjerky,84,9,2020-06-09 17:50:54
741,1270390464433328128,cauliflorini,74,3,2020-06-09 16:21:04
742,1270307388491476994,dramaturged,56,10,2020-06-09 10:50:57
743,1270292394949447681,proliferousness,42,6,2020-06-09 09:51:22
744,1270292367992655880,priapisms,47,8,2020-06-09 09:51:16
745,1270080898248081413,sevadars,12,2,2020-06-08 19:50:57
746,1269929953526775815,phuchka,55,7,2020-06-08 09:51:09
747,1269816706551238656,fugazis,333,56,2020-06-08 02:21:09
748,1269794052419063811,aclassified,19,3,2020-06-08 00:51:08
749,1269356144553873414,narrativized,90,13,2020-06-06 19:51:03
750,1269273075272626176,mucoepidermoid,19,2,2020-06-06 14:20:57
751,1269091926625660929,goldspun,30,6,2020-06-06 02:21:08
752,1269001288815173634,fancams,665,171,2020-06-05 20:20:58
753,1268986229833555969,gloopiest,113,20,2020-06-05 19:21:08
754,1268933368051351552,feminoidal,50,12,2020-06-05 15:51:05
755,1268850750156877824,tamoya,5,1,2020-06-05 10:22:47
756,1268850508694986752,jetsonorama,10,4,2020-06-05 10:21:50
757,1268729551225589761,bemusers,19,3,2020-06-05 02:21:11
758,1268691851692904450,multigeographic,29,6,2020-06-04 23:51:23
759,1268608719887228929,defuzing,18,4,2020-06-04 18:21:03
760,1268586032674541568,plousard,9,1,2020-06-04 16:50:54
761,1268480393185038337,unrebuted,7,0,2020-06-04 09:51:07
762,1268480365540376581,kihana,3,1,2020-06-04 09:51:01
763,1268480351183286274,slaveness,29,6,2020-06-04 09:50:57
764,1268420013888864258,humuhumunukunukuāpuaʻa,805,78,2020-06-04 05:51:12
765,1268397361828630528,videochatted,106,12,2020-06-04 04:21:11
766,1268344501120184320,superthreatening,113,17,2020-06-04 00:51:08
767,1268268995351846915,megacolumn,22,1,2020-06-03 19:51:06
768,1268268973101113344,downranks,9,1,2020-06-03 19:51:01
769,1268246354800840704,inessentially,54,7,2020-06-03 18:21:08
770,1268118070142304256,manyblack,16,0,2020-06-03 09:51:23
771,1268117997463506944,decrowding,36,8,2020-06-03 09:51:05
772,1267906615145005058,proetry,194,21,2020-06-02 19:51:08
773,1267883967522496518,quarantineers,179,24,2020-06-02 18:21:08
776,1267861288761405440,scarpinocc,8,1,2020-06-02 16:51:01
777,1267800866872066048,boutiquesand,13,0,2020-06-02 12:50:55
778,1267763172079030272,muricata,10,1,2020-06-02 10:21:08
779,1267763151094898688,plantagos,5,0,2020-06-02 10:21:03
780,1267755694226276354,migratio,13,1,2020-06-02 09:51:25
781,1267755616367493120,nanobiology,13,3,2020-06-02 09:51:07
782,1267748054419070976,whitearmor,46,7,2020-06-02 09:21:04
783,1267748039697076224,telemaintenance,15,4,2020-06-02 09:21:00
784,1267710246711185408,coronavirologists,148,19,2020-06-02 06:50:50
785,1267574484220940290,whinnyings,29,2,2020-06-01 21:51:22
786,1267559293953417216,overseasthey,33,0,2020-06-01 20:51:00
787,1267551750359261185,nonspreaders,65,4,2020-06-01 20:21:01
788,1267466507300241408,acab,44982,6479,2020-06-01 14:42:18
789,1267461094609686530,reholsters,22,0,2020-06-01 14:20:47
790,1267415820092813313,xanthium,24,2,2020-06-01 11:20:53
791,1267415805706342407,stairwaylike,42,2,2020-06-01 11:20:50
792,1267181860884537346,livestreamings,78,13,2020-05-31 19:51:13
793,1266857169946906624,medecints,16,1,2020-05-30 22:21:01
794,1266857149008941056,mobraries,19,5,2020-05-30 22:20:56
795,1266819420388823040,cyberorganism,132,24,2020-05-30 19:51:00
796,1266819412453179392,melllllllting,391,55,2020-05-30 19:50:58
797,1266759052887035905,cyberbabysitting,200,40,2020-05-30 15:51:08
798,1266759033010208768,superspread,22,3,2020-05-30 15:51:03
799,1266532561355972609,hypercataloged,22,8,2020-05-30 00:51:08
800,1266494846040186881,glamster,64,5,2020-05-29 22:21:16
801,1266381576604127234,biocars,25,6,2020-05-29 14:51:10
802,1266328679266820096,movidas,3768,1289,2020-05-29 11:20:59
803,1266306252088451072,obscurius,11,3,2020-05-29 09:51:51
804,1266306212049477634,octanal,10,3,2020-05-29 09:51:42
805,1266306203254218753,pentanal,10,2,2020-05-29 09:51:40
806,1266306195200991233,ultrapurified,17,3,2020-05-29 09:51:38
807,1266306095167012864,microhues,14,2,2020-05-29 09:51:14
808,1266306087248068608,nonpandemic,66,16,2020-05-29 09:51:12
809,1266298490725924865,koels,3,0,2020-05-29 09:21:01
810,1266275833083072513,robotaxi,44,8,2020-05-29 07:50:59
811,1266192780637941761,cluability,15,2,2020-05-29 02:20:58
812,1266102190420213761,dosifier,7,0,2020-05-28 20:20:59
813,1266079629581979649,liubai,6,1,2020-05-28 18:51:20
814,1266072029163372544,gewoon,491,99,2020-05-28 18:21:08
815,1266056921905278976,apérue,23,11,2020-05-28 17:21:07
816,1266026751693594624,decommodifying,46,8,2020-05-28 15:21:13
817,1266026720672583680,suckage,349,77,2020-05-28 15:21:06
818,1266004038312775687,dystopically,185,43,2020-05-28 13:50:58
819,1265951184407363587,takemeasures,5,1,2020-05-28 10:20:57
820,1265943837547073536,ziibaaska’iganan,20,1,2020-05-28 09:51:45
821,1265943771059032064,woodspeople,30,5,2020-05-28 09:51:29
822,1265943698547912704,graffiti’ed,15,1,2020-05-28 09:51:12
823,1265936136419016704,virusphere,34,8,2020-05-28 09:21:09
824,1265936097009336320,causticness,11,2,2020-05-28 09:21:00
825,1265890786488528899,overmoderate,82,12,2020-05-28 06:20:57
826,1265619028162293761,chaaru,10,1,2020-05-27 12:21:05
827,1265588955325571077,toygers,11,3,2020-05-27 10:21:35
828,1265588926934405120,benzonatate,11,2,2020-05-27 10:21:28
829,1265588852007280640,savannization,9,1,2020-05-27 10:21:10
830,1265588843471933440,bioeconomies,26,2,2020-05-27 10:21:08
831,1265581388352434176,mycofabrication,8,2,2020-05-27 09:51:31
832,1265581380282527744,lichenizing,29,5,2020-05-27 09:51:29
833,1265354889049276423,dubcon,58,34,2020-05-26 18:51:29
834,1265339790611931152,fascoid,18,5,2020-05-26 17:51:29
835,1265226893823000577,hypermelodicism,21,5,2020-05-26 10:22:52
836,1265226880577425408,crysknifes,26,7,2020-05-26 10:22:49
837,1265226599441600514,counterinterests,12,1,2020-05-26 10:21:42
838,1265226574162472966,complimentor,9,1,2020-05-26 10:21:36
839,1265226565404823557,complementers,10,1,2020-05-26 10:21:34
840,1265226557406183424,complementer,5,1,2020-05-26 10:21:32
841,1265226537550458885,cybersword,87,36,2020-05-26 10:21:27
842,1265226490142167040,dilgai,3,0,2020-05-26 10:21:16
843,1265188715573452801,ervaringsdeskundige,353,57,2020-05-26 07:51:10
844,1264984818087088129,seasonalities,36,6,2020-05-25 18:20:57
845,1264856501648330752,freeballing,408,69,2020-05-25 09:51:04
846,1264214858913980420,homeful,49,8,2020-05-23 15:21:24
847,1264131813016064001,omegaverse,1236,780,2020-05-23 09:51:25
848,1263890202940112896,glitch]lo[glitch,139,29,2020-05-22 17:51:20
849,1263890193817501701,c[glitch,35,7,2020-05-22 17:51:18
850,1263890185072361474,ev[glitch]body,47,14,2020-05-22 17:51:16
851,1263890175324815369,overtouching,68,16,2020-05-22 17:51:14
852,1263867664218443776,coachedfor,10,2,2020-05-22 16:21:47
