,INSTNM,STABBR,UGDS_NRA,UGDS,LATITUDE,LONGITUDE,IS_STATE
0,Alabama A & M University,AL,0.006999999999999999,4990.0,34.783367999999996,-86.568502,True
1,University of Alabama at Birmingham,AL,0.0213,13186.0,33.505697,-86.799345,True
2,Amridge University,AL,0.0,351.0,32.362609,-86.17401,True
3,University of Alabama in Huntsville,AL,0.0223,7458.0,34.724557,-86.640449,True
4,Alabama State University,AL,0.0102,3903.0,32.364317,-86.295677,True
5,The University of Alabama,AL,0.0183,32177.0,33.211875,-87.545978,True
6,Central Alabama Community College,AL,0.0017,1211.0,32.92478,-85.945266,True
7,Athens State University,AL,0.0,2732.0,34.806793,-86.964698,True
8,Auburn University at Montgomery,AL,0.0488,4529.0,32.36736,-86.177544,True
9,Auburn University,AL,0.049,24147.0,32.599378,-85.488258,True
10,Birmingham-Southern College,AL,0.0119,1265.0,33.513774,-86.85055200000001,True
11,Chattahoochee Valley Community College,AL,0.0,1446.0,32.42391,-85.031485,True
12,South University-Montgomery,AL,0.0,321.0,32.342684000000006,-86.216488,True
13,Enterprise State Community College,AL,0.0,1269.0,31.297496000000002,-85.836956,True
14,Coastal Alabama Community College,AL,0.0005,5494.0,30.851343,-87.778193,True
15,Faulkner University,AL,0.0241,2079.0,32.384181,-86.21641,True
16,Gadsden State Community College,AL,0.0219,4147.0,33.994001000000004,-85.991438,True
17,New Beginning College of Cosmetology,AL,0.0,83.0,34.27871,-86.196931,True
18,George C Wallace Community College-Dothan,AL,0.0,3746.0,31.315274,-85.465836,True
19,George C Wallace State Community College-Hanceville,AL,0.0074,4569.0,34.072439,-86.781935,True
20,George C Wallace State Community College-Selma,AL,0.0145,1104.0,32.445917,-87.01329399999999,True
21,Herzing University-Birmingham,AL,0.0018,544.0,33.468466,-86.832465,True
22,Huntingdon College,AL,0.0009,1078.0,32.351034000000006,-86.284366,True
23,Heritage Christian University,AL,0.0408,49.0,34.856153000000006,-87.663051,True
24,J. F. Drake State Community and Technical College,AL,0.0295,678.0,34.771858,-86.572885,True
25,J F Ingram State Technical College,AL,0.0,443.0,32.582312,-86.39236899999999,True
26,Jacksonville State University,AL,0.0189,6394.0,33.822938,-85.765321,True
27,Jefferson State Community College,AL,0.0242,6937.0,33.652535,-86.707233,True
28,John C Calhoun State Community College,AL,0.0089,8270.0,34.645844,-86.949674,True
29,Judson College,AL,0.0,259.0,32.629253000000006,-87.315206,True
30,Lawson State Community College,AL,0.0024,2959.0,33.450814,-86.88884399999999,True
31,University of West Alabama,AL,0.0497,2152.0,32.588132,-88.186329,True
32,Lurleen B Wallace Community College,AL,0.0032,1267.0,31.322946999999996,-86.452262,True
33,Marion Military Institute,AL,0.0,392.0,32.623734000000006,-87.322041,True
34,Miles College,AL,0.0,1546.0,33.482442,-86.908751,True
35,University of Mobile,AL,0.044000000000000004,1294.0,30.793246999999997,-88.128934,True
36,University of Montevallo,AL,0.0275,2251.0,33.10625,-86.865099,True
37,Northwest-Shoals Community College,AL,0.0116,2590.0,34.739788,-87.678089,True
38,University of North Alabama,AL,0.0373,5741.0,34.806738,-87.681361,True
39,Northeast Alabama Community College,AL,0.0015,1982.0,34.545471,-85.911664,True
40,Oakwood University,AL,0.0676,1569.0,34.756344,-86.65270500000001,True
41,Reid State Technical College,AL,0.0,261.0,31.460265000000003,-86.96479699999999,True
42,Bishop State Community College,AL,0.0164,2440.0,30.693972,-88.05698199999999,True
43,Samford University,AL,0.0128,3524.0,33.464128,-86.791799,True
44,Selma University,AL,0.0,304.0,32.420387,-87.032392,True
45,Shelton State Community College,AL,0.0047,3829.0,33.120531,-87.56148,True
46,Snead State Community College,AL,0.0107,1872.0,34.201495,-86.16989699999999,True
47,University of South Alabama,AL,0.0283,10035.0,30.696033,-88.17871099999999,True
48,Spring Hill College,AL,0.0471,1252.0,30.694751,-88.138199,True
49,Stillman College,AL,0.0,689.0,33.200006,-87.585278,True
50,Talladega College,AL,0.043,1208.0,33.433471999999995,-86.11270400000001,True
51,H Councill Trenholm State Community College,AL,0.0006,1567.0,32.350109,-86.343057,True
52,Troy University,AL,0.0456,13147.0,31.800672,-85.957094,True
53,Tuskegee University,AL,0.0,2529.0,32.4309,-85.708492,True
54,United States Sports Academy,AL,0.0,266.0,30.639328999999996,-87.91163,True
55,Bevill State Community College,AL,0.0,2825.0,33.836929,-87.266406,True
56,University of Alaska Anchorage,AK,0.0219,10482.0,61.190163,-149.82619,True
57,Alaska Bible College,AK,0.0,37.0,61.598553,-149.111972,True
58,University of Alaska Fairbanks,AK,0.0114,4657.0,64.85755999999999,-147.823146,True
59,University of Alaska Southeast,AK,0.0066,1216.0,58.384845999999996,-134.63825500000002,True
60,Alaska Pacific University,AK,0.0,283.0,61.190968000000005,-149.804168,True
61,Alaska Vocational Technical Center,AK,0.0,855.0,60.110626,-149.444487,True
62,Charter College,WA,0.0,2853.0,45.617798,-122.494766,True
63,Alaska Career College,AK,0.0,415.0,61.181443,-149.856954,True
64,Empire Beauty School-Tucson,AZ,0.0,102.0,32.235657,-110.92718700000002,True
65,Carrington College-Phoenix North,AZ,0.0,475.0,33.561689,-112.116105,True
66,Carrington College-Mesa,AZ,0.0,541.0,33.39248,-111.853218,True
67,Carrington College-Tucson,AZ,0.0,227.0,32.224391,-110.983056,True
68,CollegeAmerica-Flagstaff,AZ,0.0,62.0,35.194495,-111.657673,True
69,Arizona Academy of Beauty-East,AZ,0.0,57.0,32.237253,-110.87230500000001,True
70,Platt College-Arizona Automotive Institute Arizona,AZ,0.0,692.0,33.537248999999996,-112.157344,True
71,Brookline College-Phoenix,AZ,0.0,1230.0,33.566102,-112.112473,True
72,Arizona State University-Tempe,AZ,0.1059,42529.0,33.417721,-111.93438300000001,True
73,Arizona Western College,AZ,0.0123,6673.0,32.689306,-114.49596799999999,True
74,University of Arizona,AZ,0.0653,33509.0,32.232671999999994,-110.95081499999999,True
75,Southwest University of Visual Arts-Tucson,AZ,0.0,124.0,32.252879,-110.92726499999999,True
76,Central Arizona College,AZ,0.0121,4976.0,32.957091999999996,-111.652501,True
77,Charles of Italy Beauty College,AZ,0.0,43.0,34.477484999999994,-114.33268600000001,True
78,Cochise County Community College District,AZ,0.0141,3404.0,31.564596999999996,-110.246946,True
79,Empire Beauty School-Flagstaff,AZ,0.0,37.0,35.197151,-111.62593600000001,True
80,Empire Beauty School-Chandler,AZ,0.0,48.0,33.347586,-111.860423,True
81,Cortiva Institute-Tucson,AZ,0.0,99.0,32.21901,-110.85678500000002,True
82,Avalon School of Cosmetology-Mesa,AZ,0.0,356.0,33.376583000000004,-111.858305,True
83,Eastern Arizona College,AZ,0.01,4291.0,32.843664000000004,-109.76234,True
84,Embry-Riddle Aeronautical University-Prescott,AZ,0.0642,2712.0,34.616766,-112.44974099999999,True
86,Glendale Community College,AZ,0.0103,13588.0,33.570226,-112.190735,True
87,Grand Canyon University,AZ,0.0103,53209.0,33.513231,-112.129929,True
88,GateWay Community College,AZ,0.0043,4188.0,33.449686,-111.997077,True
89,Mesa Community College,AZ,0.0233,15775.0,33.390322999999995,-111.871255,True
90,Mohave Community College,AZ,0.0065,2778.0,35.270996000000004,-114.02983799999998,True
91,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,AZ,0.0011,952.0,33.684428000000004,-112.12133600000001,True
92,Dine College,AZ,0.0021,1399.0,36.293328,-109.21683999999999,True
93,Northern Arizona University,AZ,0.045,26647.0,35.188449,-111.653724,True
94,Northland Pioneer College,AZ,0.0008,1235.0,34.93031,-110.142199,True
95,Ottawa University-Phoenix,AZ,0.0,340.0,33.572173,-112.113001,True
96,Phoenix College,AZ,0.0129,8472.0,33.481361,-112.088293,True
97,Cortiva Institute-Scottsdale,AZ,0.0,69.0,33.466153000000006,-111.90807,True
98,Pima Community College,AZ,0.0017,17246.0,32.222125,-110.88665900000001,True
99,Pima Medical Institute-Tucson,AZ,0.0,1851.0,32.248067,-110.87878300000001,True
100,Pima Medical Institute-Albuquerque,NM,0.0,565.0,35.104855,-106.59488,True
101,Prescott College,AZ,0.0076,394.0,34.5452,-112.477185,True
102,Refrigeration School Inc,AZ,0.0011,912.0,33.448692,-111.98935700000001,True
103,Rio Salado College,AZ,0.0163,6066.0,33.413309000000005,-111.97417,True
104,Roberto-Venn School of Luthiery,AZ,0.0,20.0,33.45489,-112.086161,True
105,Scottsdale Community College,AZ,0.0083,5660.0,33.51135,-111.885186,True
106,South Mountain Community College,AZ,0.0078,2933.0,33.382406,-112.03263500000001,True
107,Arizona Christian University,AZ,0.044000000000000004,705.0,33.622952000000005,-112.181776,True
108,Universal Technical Institute of Arizona Inc,AZ,0.0,1869.0,33.453005,-112.288123,True
109,Empire Beauty School-NW Phoenix,AZ,0.0,87.0,33.538092999999996,-112.118168,True
110,Yavapai College,AZ,0.002,4598.0,34.547495,-112.453395,True
111,University of Arkansas at Little Rock,AR,0.0414,6328.0,34.723254,-92.33977800000001,True
112,University of Arkansas for Medical Sciences,AR,0.0133,601.0,34.749047999999995,-92.32004599999999,True
113,Arkansas Baptist College,AR,0.0076,525.0,34.734751,-92.290555,True
114,Arkansas Beauty School-Little Rock,AR,0.0,125.0,34.672171,-92.343366,True
115,Arkansas Beauty College,AR,0.0,15.0,35.27902,-93.135369,True
116,Lyon College,AR,0.026000000000000002,655.0,35.777619,-91.625354,True
117,Arkansas College of Barbering and Hair Design,AR,0.0,128.0,34.753842999999996,-92.266429,True
118,Arthur's Beauty College Inc-Fort Smith,AR,0.0,31.0,35.379954999999995,-94.410967,True
119,University of Arkansas,AR,0.0279,23121.0,36.070009000000006,-94.17698100000001,True
120,University of Arkansas at Pine Bluff,AR,0.0138,2467.0,34.244031,-92.018683,True
121,Arkansas State University-Beebe,AR,0.0024,2473.0,35.074176,-91.895351,True
122,Arkansas State University-Main Campus,AR,0.0471,8623.0,35.842388,-90.679988,True
123,Arkansas Tech University,AR,0.0379,7896.0,35.293237,-93.13561999999999,True
124,University of Arkansas at Monticello,AR,0.0095,2412.0,33.590909,-91.811153,True
125,Arthur's Beauty College Inc-Jacksonville,AR,0.0,36.0,34.891572,-92.102579,True
126,Baptist Health College Little Rock,AR,0.0139,648.0,34.713115,-92.40692,True
127,Black River Technical College,AR,0.0,1271.0,36.239793,-90.951033,True
128,University of Central Arkansas,AR,0.0463,8906.0,35.077945,-92.457672,True
129,Central Baptist College,AR,0.0287,663.0,35.083838,-92.445021,True
130,Cossatot Community College of the University of Arkansas,AR,0.0,903.0,34.043389000000005,-94.3673,True
131,Crowley's Ridge College,AR,0.0,178.0,36.064845,-90.584395,True
132,Crowley's Ridge Technical Institute,AR,0.0,168.0,35.039815999999995,-90.767321,True
133,East Arkansas Community College,AR,0.0059,683.0,35.041655,-90.767726,True
134,Eastern College of Health Vocations-Little Rock,AR,0.0,121.0,34.75128,-92.341891,True
135,Imagine-Paul Mitchell Partner School,AR,0.0,382.0,34.789913,-92.222202,True
136,National Park College,AR,0.0,1869.0,34.512687,-93.119248,True
137,University of Arkansas Community College-Batesville,AR,0.0,921.0,35.792922999999995,-91.615852,True
138,Harding University,AR,0.0592,3953.0,35.247386,-91.72614300000001,True
139,Henderson State University,AR,0.0134,2996.0,34.128155,-93.059703,True
140,Hendrix College,AR,0.0067,1192.0,35.101565,-92.443256,True
141,Hot Springs Beauty College,AR,0.0,28.0,34.496057,-93.037277,True
142,Jefferson Regional Medical Center School of Nursing,AR,0.0,70.0,34.187831,-92.018045,True
143,John Brown University,AR,0.0616,1575.0,36.189811999999996,-94.560283,True
144,Career Academy of Hair Design,AR,0.0,211.0,36.167605,-94.12947,True
145,Academy of Salon and Spa,AR,0.0,53.0,35.38097,-94.41615999999999,True
146,Arkansas State University Mid-South,AR,0.0107,657.0,35.145736,-90.22285,True
147,Arkansas Northeastern College,AR,0.0,881.0,35.898596999999995,-89.92100500000001,True
148,New Tyler Barber College Inc,AR,0.0,38.0,34.760085,-92.254171,True
149,North Arkansas College,AR,0.0029,1393.0,36.219909,-93.08844,True
150,Northwest Technical Institute,AR,0.0,237.0,36.178032,-94.115346,True
151,Ouachita Baptist University,AR,0.0207,1546.0,34.126093,-93.052471,True
152,Arkansas State University Three Rivers,AR,0.0035,566.0,34.378745,-92.821416,True
153,Ozarka College,AR,0.0,761.0,36.053031,-91.896355,True
154,University of the Ozarks,AR,0.21,862.0,35.476278,-93.467221,True
155,University of Arkansas Community College-Morrilton,AR,0.0198,1720.0,35.172136,-92.728507,True
156,Philander Smith College,AR,0.017,1000.0,34.737131,-92.283015,True
157,Phillips Community College of the University of Arkansas,AR,0.0,710.0,34.546155,-90.616884,True
158,Southeast Arkansas College,AR,0.0,947.0,34.210309,-92.025936,True
159,Professional Cosmetology Education Center,AR,0.0,30.0,33.216032,-92.664101,True
160,University of Arkansas-Pulaski Technical College,AR,0.0097,3705.0,34.782783,-92.299184,True
161,University of Arkansas Hope-Texarkana,AR,0.0,1542.0,33.641665,-93.596762,True
162,University of Arkansas Community College Rich Mountain,AR,0.0067,449.0,34.591449,-94.219799,True
163,Paul Mitchell the School-Arkansas,AR,0.0,95.0,36.126373,-94.153892,True
164,Searcy Beauty College,AR,0.0,75.0,35.239148,-91.735135,True
165,Shorter College,AR,0.0,569.0,34.75933,-92.26133100000001,True
166,Williams Baptist University,AR,0.0739,460.0,36.125676,-90.94027700000001,True
167,South Arkansas Community College,AR,0.0087,1143.0,33.209446,-92.666087,True
168,Southern Arkansas University Main Campus,AR,0.0225,3203.0,33.291618,-93.235922,True
169,Southern Arkansas University Tech,AR,0.0082,733.0,33.628367,-92.72162900000001,True
170,Velvatex College of Beauty Culture,AR,0.0,16.0,34.735685,-92.289597,True
171,University of Arkansas-Fort Smith,AR,0.0107,5235.0,35.384184000000005,-94.373729,True
172,Academy of Art University,CA,0.2785,6898.0,37.787943,-122.400578,True
174,The Academy of Radio and TV Broadcasting,CA,0.0,26.0,33.729535,-117.98776200000002,True
175,Avalon School of Cosmetology-Alameda,CA,0.0,118.0,37.764203,-122.24356599999999,True
176,College of Alameda,CA,0.0012,4975.0,37.781017,-122.279303,True
177,Allan Hancock College,CA,0.0013,9045.0,34.943715999999995,-120.421144,True
178,American Academy of Dramatic Arts-Los Angeles,CA,0.3194,263.0,34.095378000000004,-118.343701,True
181,American Beauty College,CA,0.0,129.0,34.069367,-117.936959,True
182,American Career College-Los Angeles,CA,0.0,1284.0,34.079322999999995,-118.29248100000001,True
183,American Conservatory Theater,CA,0.0,0.0,37.787343,-122.40475,True
184,American River College,CA,0.0031,28573.0,38.65085,-121.349672,True
185,Antelope Valley College,CA,0.0013,12080.0,34.676207,-118.18616599999999,True
186,Art Center College of Design,CA,0.3543,1987.0,34.169031,-118.185102,True
187,Associated Technical College-Los Angeles,CA,0.0,367.0,34.056102,-118.272364,True
188,Associated Technical College-San Diego,CA,0.0,98.0,32.715375,-117.15798799999999,True
189,Azusa Pacific University,CA,0.031,5545.0,34.130047,-117.888375,True
190,Bakersfield College,CA,0.0028,19178.0,35.40911,-118.973753,True
191,Barstow Community College,CA,0.0033,2721.0,34.870284999999996,-117.02341200000001,True
192,Bellus Academy-Chula Vista,CA,0.0,202.0,32.614773,-117.08373799999998,True
193,Bethesda University,CA,0.479,238.0,33.842295,-117.941323,True
194,Biola University,CA,0.03,4005.0,33.906203000000005,-118.014374,True
195,Brownson Technical School,CA,0.0,61.0,33.819032,-117.905774,True
196,Bryan University,AZ,0.0,1075.0,33.437779,-111.944197,True
197,Butte College,CA,0.0113,9942.0,39.649782,-121.64483100000001,True
198,California Institute of Integral Studies,CA,0.0,61.0,37.774924,-122.416102,True
199,Cabrillo College,CA,0.0066,10164.0,36.989447999999996,-121.924797,True
200,California Baptist University,CA,0.0195,7811.0,33.929321,-117.425619,True
201,California College of the Arts,CA,0.4143,1453.0,37.767485,-122.399451,True
203,California Institute of Technology,CA,0.0876,948.0,34.137349,-118.125878,True
204,California Lutheran University,CA,0.0327,3054.0,34.224565999999996,-118.878924,True
205,California Polytechnic State University-San Luis Obispo,CA,0.021,21047.0,35.299513,-120.657311,True
206,Alliant International University-San Diego,CA,0.2284,289.0,32.897056,-117.094398,True
207,California State University-Bakersfield,CA,0.0471,9142.0,35.350004999999996,-119.10471100000001,True
208,California State University-Stanislaus,CA,0.0356,9272.0,37.52577,-120.852511,True
209,California State University-San Bernardino,CA,0.0718,17704.0,34.182621999999995,-117.323801,True
210,California State Polytechnic University-Pomona,CA,0.0647,24841.0,34.057912,-117.821476,True
211,California State University-Chico,CA,0.0288,16317.0,39.729712,-121.84485900000001,True
212,California State University-Dominguez Hills,CA,0.0437,13871.0,33.864765999999996,-118.255917,True
213,California State University-Fresno,CA,0.0576,21732.0,36.811153999999995,-119.744569,True
214,California State University-Fullerton,CA,0.0613,34637.0,33.881506,-117.885446,True
215,California State University-East Bay,CA,0.0559,12728.0,37.657694,-122.054135,True
216,California State University-Long Beach,CA,0.0579,31503.0,33.782818,-118.11204,True
217,California State University-Los Angeles,CA,0.0692,24163.0,34.066927,-118.16896499999999,True
218,California State University-Northridge,CA,0.0809,34911.0,34.240126000000004,-118.529319,True
219,California State University-Sacramento,CA,0.0328,28439.0,38.559415,-121.423549,True
220,University of California-Berkeley,CA,0.1297,30845.0,37.871918,-122.26046299999999,True
221,University of California-Davis,CA,0.1712,30698.0,38.539667,-121.749567,True
222,University of California-Irvine,CA,0.1699,29722.0,33.648434,-117.841248,True
223,University of California-Los Angeles,CA,0.1155,31568.0,34.068892,-118.443901,True
224,University of California-Riverside,CA,0.0371,20574.0,33.97246,-117.32741000000001,True
225,University of California-San Diego,CA,0.1845,30279.0,32.877749,-117.23586599999999,True
227,University of California-Santa Barbara,CA,0.1234,23063.0,34.416297,-119.846426,True
228,University of California-Santa Cruz,CA,0.0783,17792.0,36.995584,-122.058801,True
229,Sofia University,CA,0.0,4.0,37.430325,-122.10866000000001,True
230,California Beauty School,CA,0.0,85.0,37.645216999999995,-120.99689,True
231,California Christian College,CA,0.0,13.0,36.749365999999995,-119.711123,True
232,California Coast University,CA,0.0,0.0,33.753135,-117.86523999999999,True
233,California Hair Design Academy,CA,0.0,172.0,32.765221000000004,-117.02426100000001,True
234,California Institute of the Arts,CA,0.1825,1003.0,34.39327,-118.566837,True
235,California State University Maritime Academy,CA,0.0039,1016.0,38.069061,-122.231551,True
237,Canada College,CA,0.0616,4867.0,37.44877,-122.265398,True
238,College of the Canyons,CA,0.0083,18649.0,34.403993,-118.568698,True
239,Career Academy of Beauty,CA,0.0,171.0,33.781017999999996,-118.031697,True
240,Casa Loma College-Van Nuys,CA,0.0,175.0,34.192828999999996,-118.45778100000001,True
241,CET-San Diego,CA,0.0,174.0,32.711302,-117.105328,True
242,CET-San Jose,CA,0.0,248.0,37.322722999999996,-121.88698000000001,True
243,CET-El Centro,CA,0.0,230.0,32.790908,-115.549079,True
244,CET-Colton,CA,0.0,154.0,34.077381,-117.35348799999998,True
245,CET-Watsonville,CA,0.0,61.0,36.931833000000005,-121.767991,True
246,CET-Salinas,CA,0.0,162.0,36.707333,-121.65236000000002,True
247,Cerritos College,CA,0.0059,20368.0,33.886874,-118.09733700000001,True
248,Cerro Coso Community College,CA,0.0014,4890.0,35.567525,-117.66767,True
249,Chabot College,CA,0.0061,12621.0,37.642458000000005,-122.105636,True
250,Chaffey College,CA,0.0084,19650.0,34.147663,-117.57393200000001,True
251,Chapman University,CA,0.038,7026.0,33.79302,-117.85251799999999,True
252,Charles R Drew University of Medicine and Science,CA,0.0184,163.0,33.925658,-118.242791,True
253,Concordia University-Irvine,CA,0.051,1784.0,33.653665000000004,-117.81230500000001,True
254,San Diego Christian College,CA,0.0313,448.0,32.842403999999995,-116.97811200000001,True
256,Citrus College,CA,0.0398,11745.0,34.135487,-117.88526599999999,True
257,Citrus Heights Beauty College,CA,0.0,86.0,38.712951000000004,-121.289529,True
258,City College of San Francisco,CA,0.027000000000000003,24429.0,37.725953000000004,-122.451155,True
260,Claremont McKenna College,CA,0.1608,1318.0,34.102154,-117.71118799999999,True
261,Milan Institute-Visalia,CA,0.0,273.0,36.271640000000005,-119.312151,True
262,Clovis Adult Education,CA,0.0,752.0,36.834459,-119.69036899999999,True
263,Coastline Community College,CA,0.0113,9459.0,33.715634,-117.929143,True
264,Cogswell College,CA,0.0204,589.0,37.414049,-121.94086999999999,True
265,Coba Academy,CA,0.0,90.0,33.841141,-117.94310800000001,True
267,Columbia College,CA,0.0,2180.0,38.030367,-120.38838500000001,True
268,Columbia College Hollywood,CA,0.0537,540.0,34.17972,-118.538793,True
269,Compton College,CA,0.0041,5605.0,33.878226,-118.20946299999999,True
270,Contra Costa College,CA,0.0226,5702.0,37.969381,-122.337377,True
271,Cosumnes River College,CA,0.0076,13045.0,38.45295,-121.42310800000001,True
272,Crafton Hills College,CA,0.0018,5661.0,34.039178,-117.101173,True
273,Cuesta College,CA,0.0041,7853.0,35.331276,-120.74223500000001,True
274,Cuyamaca College,CA,0.0077,7412.0,32.744954,-116.94350700000001,True
275,Cypress College,CA,0.0153,14068.0,33.82833,-118.025143,True
276,De Anza College,CA,0.1055,17325.0,37.320788,-122.04555800000001,True
277,International School of Beauty Inc,CA,0.0,127.0,33.729555,-116.40392800000001,True
278,Dell'Arte International School of Physical Theatre,CA,0.2,10.0,40.880924,-123.988808,True
279,College of the Desert,CA,0.0107,10418.0,33.732108000000004,-116.388271,True
280,Design Institute of San Diego,CA,0.0714,98.0,32.880926,-117.167374,True
281,Diablo Valley College,CA,0.0601,18327.0,37.968515999999994,-122.07314199999999,True
282,Dominican University of California,CA,0.0087,1264.0,37.981279,-122.512051,True
284,East Los Angeles College,CA,0.0221,30975.0,34.040531,-118.148785,True
285,El Camino Community College District,CA,0.0238,21292.0,33.885228999999995,-118.32991299999999,True
286,Elegance International,CA,0.0273,256.0,34.098445,-118.33811100000001,True
288,Empire College,CA,0.0,329.0,38.468052,-122.72933700000002,True
289,Evergreen Valley College,CA,0.016,7865.0,37.30167,-121.76561000000001,True
290,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,CA,0.1929,2198.0,34.044209,-118.25993000000001,True
291,FIDM-Fashion Institute of Design & Merchandising-San Francisco,CA,0.0459,218.0,37.786353000000005,-122.406651,True
292,FIDM-Fashion Institute of Design & Merchandising-Orange County,CA,0.0313,64.0,33.691963,-117.852254,True
293,Feather River Community College District,CA,0.0133,1275.0,39.953101000000004,-120.97306699999999,True
294,Federico Beauty Institute,CA,0.0,346.0,38.64883,-121.49776100000001,True
297,Redondo Beach Beauty College,CA,0.0,115.0,33.873098,-118.37213700000001,True
298,Foothill College,CA,0.0651,13228.0,37.361655,-122.12796399999999,True
300,Fredrick and Charles Beauty College,CA,0.0,57.0,40.798885,-124.16498600000001,True
301,Fresno City College,CA,0.0004,20888.0,36.768164,-119.79609599999999,True
302,Fresno Pacific University,CA,0.0177,2888.0,36.726831,-119.735199,True
304,Fullerton College,CA,0.0129,20260.0,33.875514,-117.918255,True
305,Gavilan College,CA,0.0011,4656.0,36.972627,-121.569842,True
306,Gemological Institute of America-Carlsbad,CA,0.0,197.0,33.131313,-117.31876499999998,True
307,Glendale Community College,CA,0.0458,12570.0,34.16745,-118.22766599999999,True
308,Glendale Career College,CA,0.0,600.0,34.149771,-118.254719,True
309,Golden Gate University-San Francisco,CA,0.0099,404.0,37.789374,-122.398969,True
310,Golden West College,CA,0.0261,10881.0,33.732531,-118.002568,True
312,Grossmont College,CA,0.0328,15838.0,32.815246,-117.006277,True
313,Salon Success Academy-Riverside,CA,0.0,84.0,33.943149,-117.391024,True
314,Hartnell College,CA,0.0004,11274.0,36.675090999999995,-121.666054,True
315,Harvey Mudd College,CA,0.0937,886.0,34.106515,-117.70983700000001,True
316,Hilltop Beauty School,CA,0.0104,96.0,37.705502,-122.461467,True
317,Holy Names University,CA,0.0288,626.0,37.802276,-122.187804,True
319,Humboldt State University,CA,0.0127,7300.0,40.877481,-124.07829299999999,True
320,Humphreys University-Stockton and Modesto Campuses,CA,0.1365,315.0,38.011489000000005,-121.31691799999999,True
321,Imperial Valley College,CA,0.0006,7265.0,32.827209,-115.50356299999999,True
322,Institute for Business and Technology,CA,0.0,539.0,37.368642,-121.96954099999999,True
323,Interior Designers Institute,CA,0.0326,184.0,33.641393,-117.86572199999999,True
324,Toni & Guy Hairdressing Academy-Santa Monica,CA,0.0152,197.0,34.017276,-118.494755,True
325,Irvine Valley College,CA,0.0775,11253.0,33.675381,-117.77753899999999,True
326,Bellus Academy-El Cajon,CA,0.0,159.0,32.794072,-116.94627,True
327,John F. Kennedy University,CA,0.0144,209.0,37.956616,-122.05476100000001,True
328,American Jewish University,CA,0.0,67.0,34.128153000000005,-118.47170600000001,True
329,Reedley College,CA,0.0001,8626.0,36.605428,-119.458555,True
330,Life Pacific University,CA,0.004,504.0,34.098704999999995,-117.829388,True
331,University of La Verne,CA,0.0375,5098.0,34.100854999999996,-117.77326200000002,True
332,Laguna College of Art and Design,CA,0.044000000000000004,705.0,33.561448,-117.77256399999999,True
333,Lake Tahoe Community College,CA,0.006,2006.0,38.926797,-119.972574,True
334,Lancaster Beauty School,CA,0.0,128.0,34.694914000000004,-118.147547,True
335,Laney College,CA,0.062,8271.0,37.797257,-122.26283000000001,True
336,Lassen Community College,CA,0.0094,2343.0,40.432053,-120.633271,True
338,Lincoln University,CA,0.5978,92.0,37.804788,-122.269745,True
339,Southern California Seminary,CA,0.06,50.0,32.799614,-116.90546100000002,True
340,La Sierra University,CA,0.1026,1666.0,33.910703999999996,-117.500054,True
341,Loma Linda University,CA,0.0257,1052.0,34.051241,-117.260605,True
342,Long Beach City College,CA,0.0061,22784.0,33.833593,-118.13563300000001,True
343,Southern California University of Health Sciences,CA,0.0,112.0,33.922965999999995,-117.983401,True
344,Los Angeles Harbor College,CA,0.012,7442.0,33.784201,-118.28186000000001,True
345,Los Angeles Pierce College,CA,0.0147,16508.0,34.183949,-118.575071,True
346,Los Angeles Southwest College,CA,0.0094,4909.0,33.929586,-118.304674,True
347,Los Angeles Trade Technical College,CA,0.0133,11532.0,34.031907000000004,-118.269447,True
348,Los Angeles Valley College,CA,0.0113,15006.0,34.175165,-118.42173400000001,True
349,The Master's University and Seminary,CA,0.0177,1185.0,34.381755,-118.518193,True
350,Los Angeles City College,CA,0.0287,11656.0,34.087301000000004,-118.292169,True
351,Los Angeles County College of Nursing and Allied Health,CA,0.0,212.0,34.062647,-118.21185200000001,True
352,Los Angeles Mission College,CA,0.0092,8496.0,34.314668,-118.4195,True
353,Los Medanos College,CA,0.0019,8577.0,38.006474,-121.86096699999999,True
354,Loyola Marymount University,CA,0.1028,6557.0,33.97085,-118.41574399999999,True
355,Lu Ross Academy,CA,0.0,199.0,34.278034000000005,-119.293952,True
356,Lyle's College of Beauty,CA,0.0,75.0,35.386539,-119.02387,True
357,Lyle's College of  Beauty,CA,0.0,67.0,36.836265000000004,-119.77416699999999,True
358,Lytles Redwood Empire Beauty College Inc,CA,0.0,110.0,38.508385,-122.75777,True
359,MTI Business College Inc,CA,0.0,80.0,38.007884999999995,-121.30844499999999,True
360,MTI College,CA,0.0,787.0,38.661377,-121.342568,True
361,College of Marin,CA,0.0135,4082.0,37.954896999999995,-122.549149,True
362,Marymount California University,CA,0.1823,735.0,33.734887,-118.333371,True
363,Mendocino College,CA,0.0007,3006.0,39.188989,-123.22880900000001,True
364,Menlo College,CA,0.1898,706.0,37.453475,-122.190797,True
365,Merced College,CA,0.0099,9873.0,37.3353,-120.47646399999999,True
366,Merritt College,CA,0.0008,5942.0,37.789088,-122.16733500000001,True
367,Mills College,CA,0.0119,757.0,37.781425,-122.182294,True
368,MiraCosta College,CA,0.0133,12960.0,33.190483,-117.30260600000001,True
369,Mission College,CA,0.0305,6452.0,37.391935,-121.980783,True
