,INSTNM,STABBR,UGDS_NRA,UGDS,LATITUDE,LONGITUDE,IS_STATE
3222,Maryville College,TN,0.0154,1106.0,35.751505,-83.964223,True
3223,Tennessee College of Applied Technology-McKenzie,TN,0.0,150.0,36.137048,-88.492615,True
3224,Genesis Career College-Cookeville,TN,0.0042,238.0,36.176484,-85.485574,True
3226,Memphis College of Art,TN,0.0,111.0,35.145928999999995,-89.99376099999999,True
3227,Tennessee College of Applied Technology-Memphis,TN,0.0,901.0,35.150262,-90.039188,True
3228,University of Memphis,TN,0.017,15563.0,35.118878,-89.938068,True
3230,Middle Tennessee State University,TN,0.0297,18001.0,35.848005,-86.360618,True
3232,Tennessee College of Applied Technology-Morristown,TN,0.0046,864.0,36.204643,-83.299503,True
3233,Motlow State Community College,TN,0.0012,5065.0,35.365903,-86.299184,True
3234,Tennessee College of Applied Technology-Murfreesboro,TN,0.0,530.0,35.845661,-86.41026,True
3235,Lincoln College of Technology-Nashville,TN,0.0006,1692.0,36.194393,-86.744005,True
3236,Nashville College of Medical Careers,TN,0.0,68.0,36.29172,-86.706296,True
3237,Nashville State Community College,TN,0.0035,6784.0,36.134857000000004,-86.857342,True
3238,Tennessee College of Applied Technology-Newbern,TN,0.0,351.0,36.120067,-89.257582,True
3239,Tennessee College of Applied Technology-Paris,TN,0.0,261.0,36.296408,-88.296432,True
3240,Tennessee College of Applied Technology-Pulaski,TN,0.0035,284.0,35.191308,-87.007818,True
3241,Rhodes College,TN,0.0428,1985.0,35.154405,-89.990803,True
3242,Tennessee College of Applied Technology-Ripley,TN,0.0,150.0,35.779827000000004,-89.519264,True
3243,Roane State Community College,TN,0.0011,4356.0,35.880911,-84.620051,True
3244,Tennessee College of Applied Technology-Crump,TN,0.0,461.0,35.221452,-88.319153,True
3245,Southwest Tennessee Community College,TN,0.0084,8382.0,35.138532,-90.036723,True
3246,Tennessee College of Applied Technology-Shelbyville,TN,0.0023,438.0,35.485655,-86.421097,True
3247,The University of the South,TN,0.0346,1675.0,35.204719,-85.920179,True
3248,Tennessee College of Applied Technology-Oneida-Huntsville,TN,0.0,311.0,36.408177,-84.528273,True
3249,Tennessee College of Applied Technology-Crossville,TN,0.0,354.0,35.946609,-85.039137,True
3250,Tennessee College of Applied Technology-McMinnville,TN,0.0,170.0,35.701370000000004,-85.74531,True
3251,Tennessee College of Applied Technology-Jackson,TN,0.0,417.0,35.606795,-88.91980500000001,True
3252,Tennessee College of Applied Technology-Knoxville,TN,0.0,792.0,35.957,-83.964151,True
3253,Tennessee College of Applied Technology-Whiteville,TN,0.0,269.0,35.319573999999996,-89.159449,True
3254,Pellissippi State Community College,TN,0.0086,8579.0,35.948303,-84.166504,True
3255,Southern Adventist University,TN,0.0587,2418.0,35.048254,-85.052088,True
3257,Tennessee Wesleyan University,TN,0.07,943.0,35.446331,-84.59272800000001,True
3258,The University of Tennessee-Chattanooga,TN,0.0145,10152.0,35.047519,-85.300247,True
3259,The University of Tennessee-Knoxville,TN,0.0139,22653.0,35.952082,-83.925852,True
3260,The University of Tennessee-Martin,TN,0.0189,5354.0,36.340338,-88.864211,True
3261,Tennessee School of Beauty of Knoxville Inc,TN,0.0,221.0,35.974432,-83.99511899999999,True
3262,Tennessee State University,TN,0.0733,6116.0,36.166321,-86.828275,True
3263,Tennessee Technological University,TN,0.0287,8805.0,36.174754,-85.504039,True
3264,Trevecca Nazarene University,TN,0.0617,2189.0,36.141324,-86.754238,True
3265,Northeast State Community College,TN,0.0018,5132.0,36.484961,-82.408885,True
3266,Tusculum University,TN,0.0677,1358.0,36.172435,-82.760818,True
3267,Union University,TN,0.0243,2061.0,35.676896,-88.858524,True
3268,Vanderbilt University,TN,0.0876,6840.0,36.14659,-86.80336899999999,True
3269,Volunteer State Community College,TN,0.0029,7364.0,36.362518,-86.497127,True
3270,Walters State Community College,TN,0.005,4620.0,36.213179,-83.26250300000001,True
3271,William Moore College of Technology,TN,0.0,260.0,35.144855,-90.020138,True
3272,Abilene Christian University,TX,0.0366,3524.0,32.468942999999996,-99.709797,True
3273,Alvin Community College,TX,0.0157,3569.0,29.396244,-95.24067099999999,True
3274,Amarillo College,TX,0.0,7340.0,35.187839000000004,-101.846988,True
3275,Amberton University,TX,0.1005,189.0,32.859931,-96.65302,True
3276,Angelina College,TX,0.0006,3275.0,31.287444,-94.731625,True
3277,Angelo State University,TX,0.0294,5892.0,31.440914000000003,-100.465051,True
3278,Arlington Baptist University,TX,0.0,161.0,32.739489,-97.156024,True
3279,Arlington Career Institute,TX,0.0,330.0,32.77244,-97.05277199999999,True
3280,The Art Institute of Houston,TX,0.0422,924.0,29.730258000000003,-95.445598,True
3281,Austin College,TX,0.018000000000000002,1279.0,33.646345000000004,-96.596331,True
3282,Austin Community College District,TX,0.0171,30061.0,30.322744,-97.71250500000001,True
3284,Baldwin Beauty School-South Austin,TX,0.0,76.0,30.241661999999998,-97.783062,True
3285,Baptist Health System School of Health Professions,TX,0.0,644.0,29.517063,-98.567486,True
3286,Baptist Missionary Association Theological Seminary,TX,0.0517,58.0,31.978960999999998,-95.255524,True
3288,Baylor University,TX,0.0335,14159.0,31.546871999999997,-97.121041,True
3289,Coastal Bend College,TX,0.0,2194.0,28.435194,-97.75589599999999,True
3290,Blinn College,TX,0.0046,19412.0,30.160457,-96.40852,True
3291,Remington College-Dallas Campus,TX,0.0026,779.0,32.860595,-96.654105,True
3292,Vet Tech Institute of Houston,TX,0.0,176.0,29.728907,-95.455533,True
3293,Brazosport College,TX,0.0,3197.0,29.048603999999997,-95.40934,True
3294,Brookhaven College,TX,0.0048,10114.0,32.928231,-96.85015200000001,True
3295,Cedar Valley College,TX,0.0023,5602.0,32.625679999999996,-96.763413,True
3296,Central Texas College,TX,0.0048,9940.0,31.120516,-97.810827,True
3297,Charles and Sues School of Hair Design,TX,0.0,21.0,30.6528,-96.340102,True
3298,Cisco College,TX,0.0058,3253.0,32.401132000000004,-98.985206,True
3299,Clarendon College,TX,0.0195,1844.0,34.944558,-100.90242099999999,True
3300,Concordia University Texas,TX,0.0012,1716.0,30.420232000000002,-97.83570300000001,True
3301,BK Cosmo College of Cosmetology,TX,0.0,17.0,30.055075,-99.15037,True
3302,North Central Texas College,TX,0.0254,10339.0,33.6188,-97.1658,True
3303,Texas A & M University-Corpus Christi,TX,0.0207,9672.0,27.713722999999998,-97.32395,True
3304,Cosmetology Career Center LLC,TX,0.0028,352.0,32.973328,-96.843526,True
3305,Dallas Baptist University,TX,0.0751,2931.0,32.710017,-96.947006,True
3306,Dallas Christian College,TX,0.033,212.0,32.913692,-96.887117,True
3307,Dallas Institute of Funeral Service,TX,0.0,187.0,32.771368,-96.68340400000001,True
3309,University of Dallas,TX,0.032,1467.0,32.846221,-96.919512,True
3310,Del Mar College,TX,0.002,11261.0,27.763619,-97.40762,True
3311,East Texas Baptist University,TX,0.0079,1401.0,32.557846999999995,-94.374488,True
3312,Texas A&M University-Texarkana,TX,0.0181,1656.0,33.490482,-94.103617,True
3313,Texas A & M University-Commerce,TX,0.0133,8201.0,33.243745000000004,-95.908451,True
3314,Eastfield College,TX,0.0019,10276.0,32.815673,-96.659462,True
3315,El Centro College,TX,0.0056,7693.0,32.779810999999995,-96.805353,True
3316,El Paso Community College,TX,0.0134,27684.0,31.773359000000003,-106.373616,True
3317,Western Technical College,TX,0.0,495.0,31.877794,-106.425881,True
3318,Western Technical College,TX,0.0009,1162.0,31.675953000000003,-106.31926899999999,True
3320,Exposito School of Hair Design,TX,0.0,37.0,35.183578000000004,-101.881271,True
3321,Miami International University of Art & Design-Art Institute Dallas,TX,0.0136,587.0,32.871008,-96.76782299999999,True
3322,Fort Worth Beauty School,TX,0.0,67.0,32.82338,-97.420695,True
3323,Frank Phillips College,TX,0.0017,587.0,35.657778,-101.40600500000001,True
3324,Galveston College,TX,0.0104,1930.0,29.284734999999998,-94.807686,True
3325,Grayson College,TX,0.01,2988.0,33.705740000000006,-96.633891,True
3326,Hallmark University,TX,0.0,773.0,29.538442,-98.568618,True
3327,Hardin-Simmons University,TX,0.0244,1719.0,32.476434000000005,-99.73564,True
3328,Trinity Valley Community College,TX,0.0005,3917.0,32.196596,-95.858513,True
3329,Hill College,TX,0.0245,2780.0,32.010928,-97.088332,True
3330,Houston Baptist University,TX,0.0398,2311.0,29.693819,-95.51595400000001,True
3331,University of Houston-Clear Lake,TX,0.0123,6196.0,29.582523,-95.098129,True
3332,Houston Community College,TX,0.1089,57053.0,29.742114,-95.377319,True
3333,University of Houston-Downtown,TX,0.0564,12572.0,29.7661,-95.359338,True
3334,University of Houston-Victoria,TX,0.0207,3190.0,28.816247999999998,-96.976334,True
3335,University of Houston,TX,0.0395,37291.0,29.720392999999998,-95.343537,True
3336,Howard College,TX,0.0072,2077.0,32.252292,-101.45010400000001,True
3337,Howard Payne University,TX,0.0,895.0,31.716466999999998,-98.98520400000001,True
3338,Huston-Tillotson University,TX,0.0221,1084.0,30.264667,-97.721691,True
3339,University of the Incarnate Word,TX,0.0427,5312.0,29.46708,-98.46583000000001,True
3340,International Business College-El Paso,TX,0.0,14.0,31.750208,-106.33228799999999,True
3341,International Business College-El Paso,TX,0.0,105.0,31.716262,-106.30860200000001,True
3342,Jacksonville College-Main Campus,TX,0.0712,281.0,31.965846000000003,-95.281311,True
3343,Jarvis Christian College,TX,0.0031,955.0,32.587942,-95.181513,True
3344,KD Conservatory College of Film and Dramatic Arts,TX,0.009000000000000001,111.0,32.808265000000006,-96.841975,True
3345,Kilgore College,TX,0.0385,3381.0,32.377821000000004,-94.87146800000001,True
3346,Lamar University,TX,0.0145,8623.0,30.042738,-94.072244,True
3347,Lamar State College-Orange,TX,0.0,1649.0,30.0922,-93.732235,True
3348,Lamar State College-Port Arthur,TX,0.0,2323.0,29.880384999999997,-93.925886,True
3349,Laredo Beauty College Inc,TX,0.0092,109.0,27.523790999999996,-99.480788,True
3350,Laredo College,TX,0.0014,9560.0,27.506477,-99.520772,True
3351,Texas A & M International University,TX,0.0136,6962.0,27.571171999999997,-99.43604300000001,True
3352,Lee College,TX,0.002,7643.0,29.732505,-94.978184,True
3353,LeTourneau University,TX,0.0333,1771.0,32.46632,-94.726394,True
3354,Lincoln College of Technology-Grand Prairie,TX,0.0,1096.0,32.701684,-97.056391,True
3355,Lubbock Christian University,TX,0.0165,1393.0,33.575973,-101.934426,True
3356,College of the Mainland,TX,0.0043,3248.0,29.395809999999997,-94.999602,True
3357,University of Mary Hardin-Baylor,TX,0.0092,3362.0,31.066793,-97.463471,True
3358,McLennan Community College,TX,0.0,6739.0,31.589470000000002,-97.171228,True
3359,McMurry University,TX,0.0509,1080.0,32.429776000000004,-99.74868199999999,True
3360,Covenant School of Nursing and Allied Health,TX,0.0,350.0,33.5757,-101.937872,True
3361,Midland College,TX,0.027000000000000003,3185.0,32.029646,-102.106153,True
3362,Midwestern State University,TX,0.086,5372.0,33.874809,-98.519386,True
3363,William Edge Institute,TX,0.0,37.0,29.698282,-98.100952,True
3364,Wade College,TX,0.0,165.0,32.800854,-96.81951600000001,True
3365,Southern Careers Institute-Austin,TX,0.0,596.0,30.226743,-97.784318,True
3366,Mountain View College,TX,0.0154,7468.0,32.726735,-96.903565,True
3367,Tint School of Makeup and Cosmetology-Irving,TX,0.0222,135.0,32.829511,-96.983082,True
3368,Navarro College,TX,0.0088,8601.0,32.076060999999996,-96.498731,True
3369,Neilson Beauty College,TX,0.0,31.0,32.742913,-96.829141,True
3370,Lone Star College System,TX,0.0511,59074.0,30.18737,-95.48810300000001,True
3371,North Lake College,TX,0.0087,8458.0,32.871871999999996,-96.967098,True
3372,University of North Texas,TX,0.0459,31375.0,33.211178000000004,-97.148422,True
3373,Northeast Texas Community College,TX,0.0334,1978.0,33.104931,-94.881855,True
3375,Ocean Corporation,TX,0.0,136.0,29.665467,-95.57034,True
3376,Odessa College,TX,0.0087,6814.0,31.866812,-102.383477,True
3377,Ogle School Hair Skin Nails-Arlington,TX,0.0,233.0,32.720725,-97.140834,True
3378,Ogle School Hair Skin Nails-Ft Worth,TX,0.0,279.0,32.681742,-97.41765699999999,True
3379,Our Lady of the Lake University,TX,0.0152,1383.0,29.426194,-98.54365,True
3380,The University of Texas Rio Grande Valley,TX,0.0226,24596.0,26.306759000000003,-98.173567,True
3381,Texas Southmost College,TX,0.0087,3912.0,25.899628,-97.492241,True
3382,Panola College,TX,0.0206,1940.0,32.156214,-94.35635500000001,True
3383,Paris Junior College,TX,0.0,3118.0,33.650929,-95.529177,True
3384,Paul Quinn College,TX,0.0109,549.0,32.678837,-96.755778,True
3385,Prairie View A & M University,TX,0.012,8524.0,30.092425,-95.989475,True
3386,Ranger College,TX,0.0253,2250.0,32.456773,-98.685215,True
3387,Aviation Institute of Maintenance-Houston,TX,0.0064,313.0,29.658520000000003,-95.28262,True
3388,Rice University,TX,0.1179,3962.0,29.717896999999997,-95.402035,True
3389,Richland College,TX,0.0047,14255.0,32.922135,-96.730498,True
3390,Saint Edward's University,TX,0.0689,3757.0,30.229618,-97.754998,True
3391,St Philip's College,TX,0.0016,7676.0,29.41508,-98.453285,True
3392,University of St Thomas,TX,0.0864,1909.0,29.736438,-95.393102,True
3393,Sam Houston State University,TX,0.0102,18498.0,30.714738,-95.546205,True
3394,San Antonio College,TX,0.0075,14564.0,29.446340000000003,-98.497647,True
3395,San Jacinto Community College,TX,0.016,25470.0,29.660032,-95.114677,True
3396,Schreiner University,TX,0.0091,1207.0,30.031458,-99.130586,True
3397,Seguin Beauty School-Seguin,TX,0.0,22.0,29.569142,-97.96436,True
3398,St. Mary's University,TX,0.0794,2356.0,29.453244,-98.56277800000001,True
3399,South Plains College,TX,0.0127,7241.0,33.575904,-102.365075,True
3400,South Texas Barber College Inc,TX,0.0,44.0,27.754868,-97.417156,True
3402,South Texas Vocational Technical Institute-Weslaco,TX,0.0015,683.0,26.17325,-97.967153,True
3403,Platt College-STVT-McAllen,TX,0.0,425.0,26.233652000000003,-98.24177399999999,True
3404,Southern Methodist University,TX,0.0808,6448.0,32.843612,-96.783365,True
3405,Southwest School of Business and Technical Careers-San Antonio,TX,0.0,39.0,29.357965000000004,-98.49583,True
3406,Southwest Texas Junior College,TX,0.0,3875.0,29.219671,-99.741237,True
3407,Southwestern Assemblies of God University,TX,0.0115,1651.0,32.40443,-96.853492,True
3408,Southwestern University,TX,0.0105,1430.0,30.634341,-97.665738,True
3409,Stephen F Austin State University,TX,0.0056,10474.0,31.621056,-94.64908,True
3410,Texas State University,TX,0.0054,34187.0,29.888885,-97.94302900000001,True
3411,Southwestern Adventist University,TX,0.004,755.0,32.397617,-97.32701999999999,True
3412,Southwestern Christian College,TX,0.0,87.0,32.735508,-96.28564899999999,True
3413,Sul Ross State University,TX,0.001,2060.0,30.363139,-103.65146899999999,True
3414,Tarleton State University,TX,0.0048,11312.0,32.214988,-98.214866,True
3415,Tarrant County College District,TX,0.012,39612.0,32.747495,-97.32794100000001,True
3416,Temple College,TX,0.0,4693.0,31.070715000000003,-97.350471,True
3418,The University of Texas Health Science Center at San Antonio,TX,0.0103,774.0,29.508107,-98.575655,True
3419,The University of Texas Medical Branch at Galveston,TX,0.0133,753.0,29.310758,-94.77595600000001,True
3420,Texarkana College,TX,0.0121,2319.0,33.441868,-94.07799999999999,True
3421,Texas A & M University-Kingsville,TX,0.0461,5811.0,27.525168,-97.882387,True
3422,Texas A & M University-College Station,TX,0.0119,53194.0,30.618726000000002,-96.336475,True
3423,The University of Texas at Arlington,TX,0.0421,34024.0,32.729718,-97.11296,True
3424,The University of Texas at Austin,TX,0.0536,40329.0,30.282825,-97.73827299999999,True
3425,The University of Texas at Dallas,TX,0.0427,19837.0,32.984673,-96.749702,True
3426,The University of Texas at El Paso,TX,0.0579,21291.0,31.77015,-106.504098,True
3427,The University of Texas at Tyler,TX,0.028999999999999998,6732.0,32.315771999999996,-95.25433699999999,True
3429,Texas Christian University,TX,0.0492,9407.0,32.70961,-97.364758,True
3430,Texas College,TX,0.023,1042.0,32.374559999999995,-95.312454,True
3432,Texas Lutheran University,TX,0.0044,1361.0,29.573261,-97.982669,True
3433,The University of Texas of the Permian Basin,TX,0.027000000000000003,3558.0,31.889509000000004,-102.329634,True
3434,The University of Texas at San Antonio,TX,0.0169,27380.0,29.583709000000002,-98.620657,True
3435,Texas Southern University,TX,0.0706,7604.0,29.721046,-95.361113,True
3436,Texas Tech University,TX,0.0272,30795.0,33.583448,-101.874783,True
3437,Texas Wesleyan University,TX,0.1087,1445.0,32.732962,-97.279613,True
3438,Texas Woman's University,TX,0.0105,9336.0,33.226211,-97.127842,True
3439,Trinity University,TX,0.0459,2462.0,29.462682,-98.48186,True
3440,The University of Texas Health Science Center at Houston,TX,0.0209,717.0,29.702872999999997,-95.403183,True
3441,Texas Tech University Health Sciences Center,TX,0.0033,1520.0,33.589284,-101.891915,True
3442,Tyler Junior College,TX,0.0045,9491.0,32.336009999999995,-95.284122,True
3443,Universal Technical Institute of Texas Inc.,TX,0.0,1426.0,29.990486999999998,-95.412113,True
3444,UCAS University of Cosemtology Arts & Sciences-McAllen,TX,0.0,156.0,26.279439,-98.21786999999999,True
3445,Vernon College,TX,0.0054,2228.0,34.159298,-99.31909399999999,True
3446,Victoria Beauty College Inc,TX,0.0,93.0,28.807928000000004,-96.990854,True
3447,Victoria College,TX,0.0,3149.0,28.816446000000003,-96.979226,True
3448,Vogue College of Cosmetology-McAllen,TX,0.0032,317.0,26.232656,-98.223022,True
3449,Wayland Baptist University,TX,0.0167,3169.0,34.187677,-101.730042,True
3450,Weatherford College,TX,0.0118,6288.0,32.74133,-97.792629,True
3451,West Texas A & M University,TX,0.0171,7368.0,34.982789000000004,-101.914736,True
3452,Western Texas College,TX,0.068,750.0,32.678458,-100.91494499999999,True
3453,Wharton County Junior College,TX,0.0002,6165.0,29.3238,-96.085815,True
3454,Wiley College,TX,0.0749,1002.0,32.537641,-94.376814,True
3455,AmeriTech College-Provo,UT,0.0,19.0,40.261511999999996,-111.669276,True
3456,Bridgerland Technical College,UT,0.0017,1199.0,41.756188,-111.850619,True
3457,Brigham Young University-Provo,UT,0.0326,31441.0,40.250851000000004,-111.649281,True
3458,Brigham Young University-Hawaii,HI,0.426,3040.0,21.642073999999997,-157.92658600000001,True
3459,Broadview University-West Jordan,UT,0.0,69.0,40.609883,-111.942296,True
3460,Cameo College of Essential Beauty,UT,0.0231,130.0,40.645694,-111.887832,True
3461,Collectiv Academy,UT,0.0455,22.0,40.564409999999995,-111.85166100000001,True
3462,Davis Technical College,UT,0.0,2050.0,41.028956,-111.925227,True
3463,Dixie State University,UT,0.0172,7627.0,37.102769,-113.565903,True
3464,Evans Hairstyling College-Cedar City,UT,0.0,40.0,37.679851,-113.064394,True
3465,Evans Hairstyling College-St George,UT,0.0,61.0,37.108487,-113.56286999999999,True
3466,Paul Mitchell the School-Salt Lake City,UT,0.0071,283.0,40.666643,-111.835077,True
3467,Eagle Gate College-Murray,UT,0.0,195.0,40.649984,-111.903609,True
3468,LDS Business College,UT,0.2936,1996.0,40.77113,-111.9002,True
3469,Ogden-Weber Technical College,UT,0.0,1685.0,41.264286,-111.964808,True
3470,Snow College,UT,0.0442,3374.0,39.360177,-111.58296000000001,True
3471,Southern Utah University,UT,0.0584,7293.0,37.674617,-113.070146,True
3472,Stevens-Henager College,UT,0.0,200.0,41.232847,-112.01161699999999,True
3473,Stevens-Henager College,UT,0.0,125.0,40.269690999999995,-111.713264,True
3474,Uintah Basin Technical College,UT,0.0,267.0,40.299059,-109.97533999999999,True
3475,Utah State University,UT,0.0117,21658.0,41.740747999999996,-111.81391,True
3476,Utah Valley University,UT,0.0193,28278.0,40.281078,-111.71645600000001,True
3477,Salt Lake Community College,UT,0.0121,20783.0,40.671575,-111.94280900000001,True
3478,University of Utah,UT,0.0448,23396.0,40.762484,-111.84604399999999,True
3479,Weber State University,UT,0.0156,17225.0,41.192591,-111.944845,True
3480,Westminster College,UT,0.0411,1946.0,40.730779,-111.85575700000001,True
3481,Bennington College,VT,0.1736,720.0,42.919546999999994,-73.237799,True
3482,Castleton University,VT,0.0321,1774.0,43.608397,-73.180842,True
3483,Champlain College,VT,0.0049,3686.0,44.473287,-73.20274599999999,True
3484,Community College of Vermont,VT,0.0261,3412.0,44.280811,-72.573774,True
3485,Goddard College,VT,0.0056,180.0,44.279087,-72.438388,True
3486,Green Mountain College,VT,0.0094,425.0,43.517784999999996,-73.241862,True
3487,Northern Vermont University,VT,0.0052,2099.0,44.641736,-72.671154,True
3488,Marlboro College,VT,0.0214,140.0,42.839603000000004,-72.736552,True
3489,Middlebury College,VT,0.1,2550.0,44.009116999999996,-73.176068,True
3490,New England Culinary Institute,VT,0.0274,73.0,44.261307,-72.57508100000001,True
3491,Norwich University,VT,0.0234,3120.0,44.140237,-72.65978299999999,True
3492,O'Briens Aveda Institute,VT,0.0,39.0,44.447199,-73.102721,True
3493,Saint Michael's College,VT,0.0296,1655.0,44.494558000000005,-73.167069,True
3495,College of St Joseph,VT,0.0,143.0,43.600507,-73.000848,True
3496,Southern Vermont College,VT,0.0,341.0,42.867713,-73.218518,True
3497,Sterling College,VT,0.0374,107.0,44.65225,-72.382372,True
3499,Vermont Technical College,VT,0.0193,1350.0,43.939623,-72.60449799999999,True
3500,University of Vermont,VT,0.0487,10612.0,44.477325,-73.196646,True
3501,Paul Mitchell the School-Roanoke,VA,0.0,89.0,37.255284,-79.95759,True
3502,Advanced Technology Institute,VA,0.0,609.0,36.841381,-76.18226800000001,True
3503,Averett University,VA,0.0573,943.0,36.577287,-79.413203,True
3504,Blue Ridge Community College,VA,0.0126,2930.0,38.279075,-78.937471,True
3505,Bluefield College,VA,0.0304,887.0,37.244557,-81.24623299999999,True
3506,Bridgewater College,VA,0.0164,1830.0,38.378484,-78.96900699999999,True
3507,William & Mary,VA,0.06,6349.0,37.269489,-76.708214,True
3508,Regent University,VA,0.0058,4161.0,36.801173,-76.194627,True
3509,Central School of Practical Nursing,VA,0.0,20.0,36.869309,-76.210274,True
3510,Central Virginia Community College,VA,0.0043,2351.0,37.358809,-79.184238,True
3511,Christopher Newport University,VA,0.0035,4853.0,37.062495,-76.494364,True
3512,Suffolk Beauty Academy,VA,0.0,20.0,36.739517,-76.563917,True
3513,Bryant & Stratton College-Virginia Beach,VA,0.0,526.0,36.827826,-76.13819000000001,True
3514,Bryant & Stratton College-Richmond,VA,0.0,652.0,37.45955,-77.543378,True
3515,Radford University-Carilion,VA,0.0013,774.0,37.265985,-79.939574,True
3516,Dabney S Lancaster Community College,VA,0.0,562.0,37.812275,-79.852536,True
3517,Danville Community College,VA,0.006999999999999999,1581.0,36.565286,-79.408803,True
3519,Centura College-Virginia Beach,VA,0.0,102.0,36.837648,-76.064499,True
3520,Emory & Henry College,VA,0.0041,964.0,36.772857,-81.829142,True
3521,Eastern Mennonite University,VA,0.0359,1030.0,38.471134,-78.880326,True
3522,Eastern Shore Community College,VA,0.005,400.0,37.640453,-75.750791,True
3523,Ferrum College,VA,0.0071,1121.0,36.926912,-80.02163900000001,True
3524,George Mason University,VA,0.0538,25508.0,38.829976,-77.307428,True
3525,Germanna Community College,VA,0.0067,5088.0,38.375532,-77.78012,True
3526,Hampden-Sydney College,VA,0.0037,1072.0,37.240615000000005,-78.46421600000001,True
3527,Hampton University,VA,0.0082,3661.0,37.019944,-76.339161,True
3528,Hollins University,VA,0.0661,666.0,37.354201,-79.943277,True
3529,J Sargeant Reynolds Community College,VA,0.0158,6753.0,37.636837,-77.47391800000001,True
3530,James Madison University,VA,0.018000000000000002,19679.0,38.436310999999996,-78.87048399999999,True
3531,John Tyler Community College,VA,0.0073,6126.0,37.346253999999995,-77.40791899999999,True
3532,Liberty University,VA,0.0131,45370.0,37.350232,-79.18222,True
3533,Longwood University,VA,0.0139,4028.0,37.301137,-78.39575,True
3534,Lord Fairfax Community College,VA,0.0087,3929.0,39.036001,-78.267336,True
3535,University of Lynchburg,VA,0.0141,1986.0,37.399774,-79.181653,True
3536,Centra College of Nursing,VA,0.0,369.0,37.4051,-79.17410100000001,True
3537,Mary Baldwin University,VA,0.0072,1248.0,38.153884000000005,-79.069273,True
3538,University of Mary Washington,VA,0.0089,4371.0,38.302492,-77.476055,True
3539,Marymount University,VA,0.1667,2243.0,38.905561999999996,-77.128785,True
3540,Sovah School of Health Professions,VA,0.0,12.0,36.577965,-79.405312,True
3541,Mountain Empire Community College,VA,0.0007,1402.0,36.854421,-82.758277,True
3542,American National University,VA,0.0069,1018.0,37.299743,-80.023602,True
3543,New River Community College,VA,0.0204,2308.0,37.105239000000005,-80.69605,True
3544,Sentara College of Health Sciences,VA,0.0,372.0,36.777043,-76.243308,True
3545,Tidewater Tech-Trades,VA,0.0,371.0,36.872067,-76.219928,True
3546,Norfolk State University,VA,0.0037,4636.0,36.848428999999996,-76.261375,True
3547,Northern Virginia Community College,VA,0.0417,38536.0,38.833361,-77.23671800000001,True
3548,Old Dominion University,VA,0.0136,19194.0,36.886418,-76.30666,True
3549,Patrick Henry Community College,VA,0.0128,1563.0,36.737893,-79.871133,True
3550,Paul D Camp Community College,VA,0.0014,696.0,36.674527000000005,-76.93757,True
3551,Southside College of Health Sciences,VA,0.0,131.0,37.267703999999995,-77.400278,True
3552,Piedmont Virginia Community College,VA,0.0149,3232.0,38.006895,-78.483707,True
3553,Radford University,VA,0.0084,7880.0,37.136907,-80.549728,True
3554,Sylvain Melloul International Hair Academy,VA,0.0,88.0,37.364298,-79.179789,True
3555,Randolph-Macon College,VA,0.023,1478.0,37.76043,-77.47841600000001,True
3556,Randolph College,VA,0.0307,587.0,37.437315000000005,-79.171887,True
3557,Rappahannock Community College,VA,0.0007,1513.0,37.564425,-76.623913,True
3558,Fortis College-Norfolk,VA,0.0,293.0,36.846983,-76.190241,True
3559,Richard Bland College,VA,0.0417,912.0,37.156971999999996,-77.39993199999999,True
3560,Bon Secours Memorial College of Nursing,VA,0.0,458.0,37.646698,-77.43356899999999,True
3561,University of Richmond,VA,0.0918,3215.0,37.577393,-77.53880600000001,True
3562,Riverside College of Health Careers,VA,0.0,328.0,37.034971999999996,-76.456164,True
3563,Roanoke College,VA,0.0237,1981.0,37.294861,-80.05546700000001,True
3564,Bon Secours St Mary's Hospital School of Medical Imaging,VA,0.0,30.0,37.64687,-77.433201,True
3565,Shenandoah University,VA,0.0242,2022.0,39.167355,-78.157433,True
3566,Southern Virginia University,VA,0.0094,961.0,37.740368,-79.35037,True
3567,Southside Virginia Community College,VA,0.0043,1619.0,36.839065999999995,-77.917962,True
3568,Southwest Virginia Community College,VA,0.0,1629.0,37.006196,-81.79668199999999,True
3569,Staunton School of Cosmetology,VA,0.0,28.0,38.149508000000004,-79.07081099999999,True
3570,Strayer University-Virginia,VA,0.0046,4111.0,38.890995000000004,-77.08529399999999,True
3571,Sweet Briar College,VA,0.0256,313.0,37.556725,-79.081014,True
3572,Thomas Nelson Community College,VA,0.0037,6019.0,37.063821000000004,-76.420046,True
3573,Tidewater Community College,VA,0.0076,17591.0,36.8501,-76.289904,True
3575,The University of Virginia's College at Wise,VA,0.0093,1187.0,36.970602,-82.559656,True
3576,Virginia Highlands Community College,VA,0.0007,1470.0,36.698865999999995,-82.001118,True
3577,Virginia Polytechnic Institute and State University,VA,0.0658,27730.0,37.229012,-80.423675,True
3578,Virginia Western Community College,VA,0.0055,4018.0,37.245028999999995,-79.973011,True
3579,Virginia Commonwealth University,VA,0.0291,22497.0,37.549620000000004,-77.452697,True
3580,University of Virginia-Main Campus,VA,0.0426,16405.0,38.035665,-78.503428,True
3581,Virginia Military Institute,VA,0.019,1685.0,37.7896,-79.437067,True
3582,Virginia School of Hair Design,VA,0.0,14.0,37.025306,-76.346436,True
